hour_of_day,season,day_of_week,"Comptador Campus Diagonal Sud 1 [kWh] [Sud 1 (ETSAB, EPSEB i FME)]",CS A,CS B,CS C,Electricitat Total,festiu
8,Autumn,Thursday,434.5833333333333,83.40541666666667,46.946333333333335,39.80083333333334,170.15258333333335,0.0
8,Autumn,Friday,401.61538461538464,72.10476923076924,42.70984615384616,33.64338461538462,148.45800000000003,0.0
8,Spring,Monday,325.5,87.1473,22.670099999999998,30.9654,140.7828,0.0
8,Spring,Tuesday,326.5,77.77875,21.765249999999998,31.74533333333333,131.28933333333333,0.0
8,Spring,Wednesday,322.3076923076923,88.57253846153846,25.725846153846152,32.13069230769231,146.42907692307693,0.0
8,Spring,Thursday,334.4166666666667,86.33541666666666,23.983916666666662,32.86333333333334,143.18266666666668,0.0
8,Spring,Friday,327.25,85.12808333333334,24.291416666666667,32.59166666666667,142.01116666666667,0.0
8,Summer,Monday,334.22222222222223,44.324333333333335,39.851777777777784,21.230888888888888,105.407,0.0
8,Summer,Tuesday,367.5,53.533625,36.074875,21.91875,111.52725000000001,0.0
8,Summer,Wednesday,401.5,52.691250000000004,40.069875,25.247374999999998,118.0085,0.0
8,Summer,Thursday,368.3333333333333,51.30688888888889,36.13944444444444,26.37,113.81633333333333,0.0
8,Summer,Friday,351.8888888888889,48.58144444444444,33.69577777777778,25.577444444444446,107.85466666666667,0.0
8,Vacation,Monday,147.0,40.90225,7.10025,12.34625,60.348749999999995,1.0
8,Vacation,Tuesday,178.22222222222223,46.885999999999996,11.438666666666666,15.16788888888889,73.49255555555555,1.0
8,Vacation,Wednesday,139.6,25.8394,10.6179,17.9777,54.435,1.0
8,Vacation,Thursday,166.3,37.7913,16.9879,17.4637,72.24289999999999,1.0
8,Vacation,Friday,100.75,21.011875,3.7017499999999997,15.365875,40.079499999999996,1.0
8,Winter,Monday,492.1,165.5894,51.0635,56.1345,272.7874,0.0
8,Winter,Tuesday,491.6,149.9397,52.1928,65.7981,267.9306,0.0
8,Winter,Wednesday,479.22222222222223,161.42655555555555,55.408,57.07677777777778,273.91133333333335,0.0
8,Winter,Thursday,491.0,166.6741111111111,51.461444444444446,54.34788888888889,272.48344444444444,0.0
8,Winter,Friday,456.72727272727275,162.6549090909091,49.60509090909091,52.448,264.708,0.0
9,Autumn,Monday,458.90909090909093,111.79618181818182,56.446000000000005,51.69018181818182,219.93236363636368,0.0
9,Autumn,Tuesday,460.61538461538464,110.959,55.60930769230769,49.65930769230769,216.22761538461538,0.0
