Date,Aula,Humidity,Distance,min_humidity,max_humidity,Color
2023-01-01 22:00:00,A-33,48.5,7.942307692307693,30,60,Comfort
2023-01-01 23:00:00,A-61,56.5,0.0384615384615401,30,60,Comfort
2023-01-01 23:00:00,A-31,56.0,0.4615384615384599,30,60,Comfort
2023-01-01 23:00:00,A-44,54.0,2.46153846153846,30,60,Comfort
2023-01-01 23:00:00,A-32,59.5,3.03846153846154,30,60,Comfort
2023-01-01 23:00:00,A-12,59.5,3.03846153846154,30,60,Comfort
2023-01-01 23:00:00,A-11,60.0,3.53846153846154,30,60,Comfort
2023-01-01 23:00:00,A-33,48.5,7.96153846153846,30,60,Comfort
2023-01-02 00:00:00,A-52,56.0,0.25,30,60,Comfort
2023-01-02 00:00:00,A-53,56.0,0.25,30,60,Comfort
2023-01-02 00:00:00,A-36,58.0,1.75,30,60,Comfort
2023-01-02 00:00:00,A-44,54.0,2.25,30,60,Comfort
2023-01-02 00:00:00,A-12,59.0,2.75,30,60,Comfort
2023-01-02 00:00:00,A-11,59.0,2.75,30,60,Comfort
2023-01-02 00:00:00,A-33,48.0,8.25,30,60,Comfort
2023-01-02 01:00:00,A-54,55.5,0.1730769230769198,30,60,Comfort
2023-01-02 01:00:00,A-21,55.5,0.1730769230769198,30,60,Comfort
2023-01-02 01:00:00,A-56,58.0,2.32692307692308,30,60,Comfort
2023-01-02 01:00:00,A-36,58.0,2.32692307692308,30,60,Comfort
2023-01-02 01:00:00,A-62,58.0,2.32692307692308,30,60,Comfort
2023-01-02 01:00:00,A-32,53.0,2.67307692307692,30,60,Comfort
2023-01-02 01:00:00,A-33,48.0,7.67307692307692,30,60,Comfort
2023-01-02 02:00:00,A-51,55.0,0.012820512820510999,30,60,Comfort
2023-01-02 02:00:00,A-13,55.0,0.012820512820510999,30,60,Comfort
2023-01-02 02:00:00,A-55,57.0,1.987179487179489,30,60,Comfort
2023-01-02 02:00:00,A-36,57.5,2.487179487179489,30,60,Comfort
2023-01-02 02:00:00,A-56,57.5,2.487179487179489,30,60,Comfort
2023-01-02 02:00:00,A-62,57.5,2.487179487179489,30,60,Comfort
2023-01-02 02:00:00,A-33,48.0,7.012820512820511,30,60,Comfort
2023-01-02 03:00:00,A-32,54.5,0.25,30,60,Comfort
2023-01-02 03:00:00,A-43,55.0,0.25,30,60,Comfort
2023-01-02 03:00:00,A-44,53.0,1.75,30,60,Comfort
2023-01-02 03:00:00,A-36,57.0,2.25,30,60,Comfort
2023-01-02 03:00:00,A-56,57.0,2.25,30,60,Comfort
2023-01-02 03:00:00,A-62,57.0,2.25,30,60,Comfort
2023-01-02 03:00:00,A-33,48.0,6.75,30,60,Comfort
2023-01-02 04:00:00,A-13,55.0,0.25,30,60,Comfort
2023-01-02 04:00:00,A-14,55.0,0.25,30,60,Comfort
2023-01-02 04:00:00,A-44,53.0,1.75,30,60,Comfort
2023-01-02 04:00:00,A-36,57.0,2.25,30,60,Comfort
2023-01-02 04:00:00,A-56,57.0,2.25,30,60,Comfort
2023-01-02 04:00:00,A-62,57.0,2.25,30,60,Comfort
2023-01-02 04:00:00,A-33,48.0,6.75,30,60,Comfort
2023-01-02 05:00:00,A-13,55.0,0.1858974358974308,30,60,Comfort
2023-01-02 05:00:00,A-14,55.0,0.1858974358974308,30,60,Comfort
2023-01-02 05:00:00,A-11,57.0,2.185897435897431,30,60,Comfort
2023-01-02 05:00:00,A-12,57.0,2.185897435897431,30,60,Comfort
2023-01-02 05:00:00,A-62,57.0,2.185897435897431,30,60,Comfort
2023-01-02 05:00:00,A-36,57.666666666666664,2.852564102564095,30,60,Comfort
2023-01-02 05:00:00,A-33,48.0,6.814102564102569,30,60,Comfort
2023-01-02 06:00:00,A-13,55.0,0.2307692307692335,30,60,Comfort
2023-01-02 06:00:00,A-14,55.0,0.2307692307692335,30,60,Comfort
2023-01-02 06:00:00,A-56,57.0,2.2307692307692335,30,60,Comfort
2023-01-02 06:00:00,A-11,57.0,2.2307692307692335,30,60,Comfort
2023-01-02 06:00:00,A-62,57.0,2.2307692307692335,30,60,Comfort
2023-01-02 06:00:00,A-36,58.0,3.2307692307692335,30,60,Comfort
2023-01-02 06:00:00,A-33,48.0,6.7692307692307665,30,60,Comfort
2023-01-02 07:00:00,A-21,54.5,0.1538461538461533,30,60,Comfort
2023-01-02 07:00:00,A-22,54.5,0.1538461538461533,30,60,Comfort
2023-01-02 07:00:00,A-55,56.0,1.6538461538461533,30,60,Comfort
2023-01-02 07:00:00,A-56,56.0,1.6538461538461533,30,60,Comfort
2023-01-02 07:00:00,A-11,56.0,1.6538461538461533,30,60,Comfort
2023-01-02 07:00:00,A-36,58.0,3.6538461538461533,30,60,Comfort
2023-01-02 07:00:00,A-33,48.0,6.346153846153847,30,60,Comfort
2023-01-02 08:00:00,A-23,54.0,0.2307692307692335,30,60,Comfort
2023-01-02 08:00:00,A-24,54.0,0.2307692307692335,30,60,Comfort
2023-01-02 08:00:00,A-55,55.5,1.7307692307692335,30,60,Comfort
2023-01-02 08:00:00,A-56,56.0,2.2307692307692335,30,60,Comfort
2023-01-02 08:00:00,A-32,51.0,2.7692307692307665,30,60,Comfort
2023-01-02 08:00:00,A-36,57.0,3.2307692307692335,30,60,Comfort
2023-01-02 08:00:00,A-33,48.0,5.7692307692307665,30,60,Comfort
2023-01-02 09:00:00,A-12,53.0,0.4423076923076934,30,60,Comfort
2023-01-02 09:00:00,A-13,53.0,0.4423076923076934,30,60,Comfort
2023-01-02 09:00:00,A-22,55.5,2.0576923076923066,30,60,Comfort
2023-01-02 09:00:00,A-21,56.0,2.5576923076923066,30,60,Comfort
2023-01-02 09:00:00,A-56,56.0,2.5576923076923066,30,60,Comfort
2023-01-02 09:00:00,A-36,57.0,3.5576923076923066,30,60,Comfort
