Date,CS A elec [kW] [ETSAB],CS B elec [kW] [ETSAB],CS C elec [kW] [ETSAB],Electricitat Total [kW] [ETSAB],Time
2023-01-01,19.996,0.0,3.336,23.331999999999997,00:00:00
2023-01-01,19.448,0.0,3.308,22.756,00:15:00
2023-01-01,20.772,0.0,3.32,24.092,00:30:00
2023-01-01,20.236,0.0,3.328,23.564,00:45:00
2023-01-01,20.948,0.0,3.316,24.264,01:00:00
2023-01-01,20.248,0.0,3.308,23.556,01:15:00
2023-01-01,19.54,0.0,3.348,22.887999999999998,01:30:00
2023-01-01,21.136,0.0,3.312,24.448,01:45:00
2023-01-01,19.98,0.0,3.324,23.304000000000002,02:00:00
2023-01-01,20.688,0.0,3.328,24.016,02:15:00
2023-01-01,19.464,0.0,3.312,22.776,02:30:00
2023-01-01,19.764,0.0,3.344,23.108,02:45:00
2023-01-01,19.668,0.0,3.308,22.976,03:00:00
2023-01-01,19.58,0.0,3.328,22.907999999999998,03:15:00
2023-01-01,19.852,0.0,3.316,23.168,03:30:00
2023-01-01,20.356,0.0,3.336,23.692,03:45:00
2023-01-01,19.924,0.0,3.324,23.247999999999998,04:00:00
2023-01-01,19.856,0.0,3.36,23.216,04:15:00
2023-01-01,20.724,0.0,3.312,24.036,04:30:00
2023-01-01,19.872,0.0,3.312,23.184,04:45:00
2023-01-01,20.676,0.0,3.34,24.016,05:00:00
2023-01-01,20.076,0.0,3.324,23.4,05:15:00
2023-01-01,19.408,0.0,3.416,22.824,05:30:00
2023-01-01,20.392,0.004,3.452,23.848,05:45:00
2023-01-01,19.892,0.0,3.432,23.323999999999998,06:00:00
2023-01-01,20.06,0.0,3.42,23.479999999999997,06:15:00
2023-01-01,19.996,0.0,3.36,23.355999999999998,06:30:00
2023-01-01,20.308,0.004,3.316,23.628,06:45:00
2023-01-01,19.828,0.0,3.3,23.128,07:00:00
2023-01-01,20.14,0.0,3.328,23.468,07:15:00
2023-01-01,21.004,0.0,3.336,24.34,07:30:00
2023-01-01,19.648,0.0,3.308,22.956,07:45:00
2023-01-01,20.176,0.0,3.396,23.572,08:00:00
2023-01-01,20.168,0.0,3.412,23.58,08:15:00
2023-01-01,19.308,0.0,3.416,22.724,08:30:00
2023-01-01,19.796,0.0,3.448,23.244,08:45:00
2023-01-01,19.604,0.0,3.404,23.008,09:00:00
2023-01-01,19.348,0.0,3.32,22.668,09:15:00
2023-01-01,20.388,0.0,3.424,23.812,09:30:00
2023-01-01,20.324,0.0,3.404,23.728,09:45:00
2023-01-01,20.328,0.0,3.428,23.756,10:00:00
2023-01-01,20.648,0.0,3.42,24.067999999999998,10:15:00
2023-01-01,20.264,0.0,3.4,23.663999999999998,10:30:00
2023-01-01,20.236,0.0,3.424,23.66,10:45:00
2023-01-01,19.736,0.0,3.432,23.168,11:00:00
2023-01-01,20.168,0.0,3.424,23.592,11:15:00
2023-01-01,19.276,0.0,3.508,22.784,11:30:00
2023-01-01,19.876,0.0,3.58,23.456000000000003,11:45:00
2023-01-01,19.54,0.0,3.404,22.944,12:00:00
2023-01-01,19.444,0.12,3.42,22.983999999999998,12:15:00
2023-01-01,19.432,0.0,3.396,22.828,12:30:00
2023-01-01,19.668,0.0,3.42,23.088,12:45:00
2023-01-01,19.916,0.0,3.38,23.296,13:00:00
2023-01-01,21.76,0.0,3.396,25.156000000000002,13:15:00
2023-01-01,20.332,0.0,3.376,23.708000000000002,13:30:00
2023-01-01,20.112,0.0,3.324,23.436,13:45:00
2023-01-01,20.692,0.0,3.384,24.076,14:00:00
2023-01-01,20.324,0.0,3.404,23.728,14:15:00
2023-01-01,20.884,0.0,3.428,24.312,14:30:00
2023-01-01,20.836,0.0,3.408,24.244,14:45:00
2023-01-01,20.54,0.0,3.404,23.944,15:00:00
2023-01-01,19.552,0.0,2.804,22.355999999999998,15:15:00
2023-01-01,20.884,0.0,0.176,21.06,15:30:00
2023-01-01,18.604,0.0,0.124,18.727999999999998,15:45:00
2023-01-01,18.408,0.0,0.116,18.524,16:00:00
2023-01-01,18.78,0.0,0.1,18.880000000000003,16:15:00
2023-01-01,18.568,0.0,0.14,18.708000000000002,16:30:00
2023-01-01,19.412,0.0,0.096,19.508,16:45:00
2023-01-01,18.88,0.0,0.124,19.003999999999998,17:00:00
2023-01-01,18.824,0.0,0.104,18.928,17:15:00
2023-01-01,18.1,0.0,0.12,18.220000000000002,17:30:00
2023-01-01,19.28,0.0,0.116,19.396,17:45:00
2023-01-01,18.712,0.0,0.108,18.82,18:00:00
2023-01-01,19.212,0.0,0.116,19.328,18:15:00
2023-01-01,18.888,0.0,0.136,19.024,18:30:00
2023-01-01,19.116,0.0,0.092,19.208,18:45:00
2023-01-01,18.436,0.0,0.1,18.536,19:00:00
2023-01-01,19.104,0.0,0.096,19.2,19:15:00
2023-01-01,17.636,0.0,0.132,17.768,19:30:00
2023-01-01,18.708,0.0,0.132,18.84,19:45:00
2023-01-01,19.008,0.0,2.72,21.727999999999998,20:00:00
2023-01-01,19.456,0.0,2.748,22.204,20:15:00
2023-01-01,18.424,0.0,2.728,21.152,20:30:00
2023-01-01,19.28,0.0,1.224,20.504,20:45:00
2023-01-01,18.42,1.888,0.104,20.412000000000003,21:00:00
2023-01-01,18.968,0.0,0.128,19.096,21:15:00
2023-01-01,18.456,0.0,0.16,18.616,21:30:00
2023-01-01,18.66,0.0,0.152,18.812,21:45:00
2023-01-01,17.8,0.0,0.144,17.944,22:00:00
2023-01-01,18.804,0.0,0.16,18.964,22:15:00
2023-01-01,17.74,0.0,0.196,17.936,22:30:00
2023-01-01,19.048,0.0,0.112,19.159999999999997,22:45:00
2023-01-01,17.948,0.0,0.108,18.056,23:00:00
2023-01-01,18.224,0.0,0.124,18.348,23:15:00
2023-01-01,19.148,0.0,0.132,19.28,23:30:00
2023-01-01,18.432,0.0,0.104,18.535999999999998,23:45:00
2023-01-02,18.532,0.0,0.124,18.656,00:00:00
2023-01-02,18.444,0.0,0.136,18.58,00:15:00
2023-01-02,18.116,0.0,0.128,18.244,00:30:00
2023-01-02,18.136,0.0,0.092,18.227999999999998,00:45:00
2023-01-02,18.848,0.0,0.12,18.968,01:00:00
2023-01-02,18.204,0.0,0.164,18.368000000000002,01:15:00
2023-01-02,17.944,0.0,0.16,18.104,01:30:00
2023-01-02,19.136,0.0,0.148,19.284,01:45:00
2023-01-02,18.676,0.0,0.156,18.831999999999997,02:00:00
2023-01-02,19.236,0.0,0.152,19.388,02:15:00
2023-01-02,18.964,0.0,0.144,19.107999999999997,02:30:00
2023-01-02,18.46,0.0,0.144,18.604,02:45:00
2023-01-02,18.688,0.0,0.156,18.843999999999998,03:00:00
2023-01-02,18.504,0.0,0.156,18.66,03:15:00
2023-01-02,18.176,0.0,0.172,18.348,03:30:00
2023-01-02,18.248,0.0,0.16,18.408,03:45:00
2023-01-02,18.072,0.0,0.116,18.188,04:00:00
2023-01-02,18.588,0.0,0.116,18.704,04:15:00
2023-01-02,19.024,0.0,0.124,19.148,04:30:00
2023-01-02,18.884,0.0,0.108,18.992,04:45:00
2023-01-02,18.72,0.0,0.092,18.811999999999998,05:00:00
2023-01-02,18.08,0.0,0.112,18.191999999999997,05:15:00
2023-01-02,18.512,0.792,0.136,19.44,05:30:00
2023-01-02,18.48,1.056,1.264,20.8,05:45:00
2023-01-02,23.3,0.0,4.868,28.168,06:00:00
2023-01-02,29.608,0.0,5.408,35.016,06:15:00
2023-01-02,37.196,0.0,7.672,44.867999999999995,06:30:00
2023-01-02,40.648,0.0,8.504,49.152,06:45:00
2023-01-02,39.048,0.0,7.512,46.56,07:00:00
2023-01-02,38.576,0.0,7.4,45.976,07:15:00
2023-01-02,37.144,0.004,7.468,44.616,07:30:00
2023-01-02,39.444,0.0,8.256,47.7,07:45:00
2023-01-02,38.936,0.0,10.556,49.492,08:00:00
2023-01-02,38.756,0.0,11.68,50.436,08:15:00
2023-01-02,39.368,0.0,11.9,51.268,08:30:00
2023-01-02,40.304,0.004,13.252,53.56,08:45:00
2023-01-02,42.38,0.0,13.3,55.68000000000001,09:00:00
2023-01-02,40.112,0.0,13.5,53.612,09:15:00
2023-01-02,34.792,0.0,14.616,49.408,09:30:00
2023-01-02,33.16,0.0,14.276,47.43599999999999,09:45:00
2023-01-02,32.236,0.0,13.136,45.372,10:00:00
2023-01-02,31.384,0.0,13.164,44.548,10:15:00
2023-01-02,34.728,0.0,13.268,47.996,10:30:00
2023-01-02,36.928,0.0,13.512,50.44,10:45:00
2023-01-02,37.092,0.0,13.188,50.28,11:00:00
2023-01-02,38.052,0.0,13.22,51.272,11:15:00
2023-01-02,35.82,0.0,13.812,49.632,11:30:00
2023-01-02,34.936,0.0,14.708,49.644,11:45:00
2023-01-02,33.088,0.0,14.284,47.372,12:00:00
2023-01-02,32.608,0.0,13.136,45.744,12:15:00
2023-01-02,33.344,0.0,12.276,45.620000000000005,12:30:00
2023-01-02,33.932,0.0,12.92,46.852000000000004,12:45:00
2023-01-02,32.528,0.0,13.636,46.164,13:00:00
2023-01-02,28.232,0.0,12.324,40.556,13:15:00
2023-01-02,29.276,0.0,12.752,42.028,13:30:00
2023-01-02,29.928,0.0,12.608,42.536,13:45:00
2023-01-02,30.248,0.0,11.844,42.092,14:00:00
2023-01-02,29.068,0.0,11.956,41.024,14:15:00
2023-01-02,25.772,0.0,11.476,37.248,14:30:00
2023-01-02,25.732,0.0,11.396,37.128,14:45:00
2023-01-02,25.9,0.0,11.092,36.992,15:00:00
2023-01-02,24.516,0.0,11.096,35.611999999999995,15:15:00
2023-01-02,26.08,0.604,10.952,37.635999999999996,15:30:00
2023-01-02,25.096,0.0,10.784,35.88,15:45:00
2023-01-02,27.344,0.792,10.784,38.92,16:00:00
2023-01-02,28.0,0.0,10.744,38.744,16:15:00
2023-01-02,27.26,0.0,10.544,37.804,16:30:00
2023-01-02,26.988,0.0,10.644,37.632,16:45:00
2023-01-02,28.06,0.364,10.836,39.26,17:00:00
2023-01-02,27.06,0.0,10.74,37.8,17:15:00
2023-01-02,26.64,0.0,10.876,37.516,17:30:00
2023-01-02,26.648,0.0,8.42,35.068,17:45:00
2023-01-02,26.88,0.0,3.792,30.671999999999997,18:00:00
2023-01-02,25.78,0.004,3.316,29.1,18:15:00
2023-01-02,22.412,0.552,3.12,26.084,18:30:00
2023-01-02,18.86,0.536,0.2,19.596,18:45:00
2023-01-02,17.828,0.656,0.164,18.648,19:00:00
2023-01-02,17.84,2.076,0.152,20.068,19:15:00
2023-01-02,17.936,0.0,0.168,18.104,19:30:00
2023-01-02,17.836,0.0,0.176,18.011999999999997,19:45:00
2023-01-02,17.852,0.0,0.144,17.996,20:00:00
2023-01-02,16.476,0.0,0.16,16.636,20:15:00
2023-01-02,17.536,0.0,0.156,17.692,20:30:00
2023-01-02,16.452,0.0,0.124,16.576,20:45:00
2023-01-02,16.808,0.0,0.776,17.584,21:00:00
2023-01-02,17.164,0.0,0.584,17.748,21:15:00
2023-01-02,17.252,0.0,0.476,17.727999999999998,21:30:00
2023-01-02,17.208,0.0,0.512,17.72,21:45:00
2023-01-02,17.796,0.0,0.424,18.22,22:00:00
2023-01-02,17.44,0.0,0.508,17.948,22:15:00
2023-01-02,16.668,0.0,0.472,17.14,22:30:00
2023-01-02,18.464,0.0,0.46,18.924,22:45:00
2023-01-02,17.144,0.0,0.156,17.299999999999997,23:00:00
2023-01-02,17.468,0.0,0.156,17.624,23:15:00
2023-01-02,17.112,0.0,0.128,17.24,23:30:00
2023-01-02,17.708,0.0,0.104,17.811999999999998,23:45:00
2023-01-03,16.388,0.0,0.148,16.536,00:00:00
2023-01-03,17.54,0.0,0.168,17.708,00:15:00
2023-01-03,16.932,0.0,0.16,17.092,00:30:00
2023-01-03,16.98,0.0,0.16,17.14,00:45:00
2023-01-03,17.172,0.0,0.16,17.332,01:00:00
2023-01-03,17.708,0.0,2.664,20.372,01:15:00
2023-01-03,16.848,0.0,2.732,19.58,01:30:00
2023-01-03,18.164,0.0,2.716,20.880000000000003,01:45:00
2023-01-03,16.812,0.0,1.824,18.636000000000003,02:00:00
2023-01-03,17.38,0.0,0.164,17.544,02:15:00
2023-01-03,17.252,0.0,0.14,17.392,02:30:00
2023-01-03,18.124,0.0,0.124,18.247999999999998,02:45:00
2023-01-03,16.5,0.0,0.168,16.668,03:00:00
2023-01-03,17.576,0.0,0.14,17.716,03:15:00
2023-01-03,16.956,0.0,0.144,17.099999999999998,03:30:00
2023-01-03,17.74,0.0,0.18,17.919999999999998,03:45:00
2023-01-03,17.328,0.0,0.16,17.488,04:00:00
2023-01-03,17.56,0.0,0.144,17.703999999999997,04:15:00
2023-01-03,17.544,0.0,0.112,17.656,04:30:00
2023-01-03,17.948,0.0,0.104,18.052,04:45:00
2023-01-03,16.864,0.0,0.16,17.024,05:00:00
2023-01-03,18.088,0.0,0.16,18.248,05:15:00
2023-01-03,17.108,0.0,0.144,17.252,05:30:00
2023-01-03,17.984,0.0,1.516,19.5,05:45:00
2023-01-03,22.8,2.464,4.788,30.052,06:00:00
2023-01-03,33.036,30.4,8.048,71.484,06:15:00
2023-01-03,36.116,29.624,9.196,74.93599999999999,06:30:00
2023-01-03,36.884,29.44,8.828,75.152,06:45:00
2023-01-03,36.42,29.144,8.724,74.288,07:00:00
2023-01-03,38.076,28.744,9.428,76.248,07:15:00
2023-01-03,35.268,28.9,9.932,74.1,07:30:00
2023-01-03,34.68,28.94,11.584,75.20400000000001,07:45:00
2023-01-03,36.28,28.524,11.376,76.18,08:00:00
2023-01-03,37.744,27.312,11.176,76.232,08:15:00
2023-01-03,34.716,27.308,11.836,73.86,08:30:00
2023-01-03,34.636,26.376,12.24,73.25200000000001,08:45:00
2023-01-03,33.648,0.0,11.608,45.256,09:00:00
2023-01-03,36.42,0.0,11.712,48.132000000000005,09:15:00
2023-01-03,31.732,0.0,10.108,41.84,09:30:00
2023-01-03,29.58,0.0,9.776,39.355999999999995,09:45:00
2023-01-03,31.724,0.0,9.476,41.2,10:00:00
2023-01-03,33.384,0.0,9.296,42.68,10:15:00
2023-01-03,32.676,0.0,8.924,41.6,10:30:00
2023-01-03,33.324,0.0,8.88,42.204,10:45:00
2023-01-03,32.72,0.0,8.86,41.58,11:00:00
2023-01-03,34.216,0.0,8.872,43.088,11:15:00
2023-01-03,33.652,0.0,9.388,43.04,11:30:00
2023-01-03,32.96,0.0,9.716,42.676,11:45:00
2023-01-03,30.044,0.0,9.64,39.684,12:00:00
2023-01-03,30.612,0.0,9.108,39.72,12:15:00
2023-01-03,30.772,0.0,8.968,39.739999999999995,12:30:00
2023-01-03,31.712,0.0,9.232,40.944,12:45:00
2023-01-03,32.52,0.0,9.848,42.368,13:00:00
2023-01-03,31.28,0.0,9.072,40.352000000000004,13:15:00
2023-01-03,27.532,0.0,8.768,36.3,13:30:00
2023-01-03,27.904,0.0,9.196,37.1,13:45:00
2023-01-03,27.8,0.0,9.636,37.436,14:00:00
2023-01-03,28.032,0.0,8.84,36.872,14:15:00
2023-01-03,26.712,0.0,8.704,35.416,14:30:00
2023-01-03,25.104,0.0,7.992,33.096,14:45:00
2023-01-03,24.916,0.0,7.016,31.932000000000002,15:00:00
2023-01-03,24.624,0.652,6.936,32.211999999999996,15:15:00
2023-01-03,25.436,0.0,6.956,32.392,15:30:00
2023-01-03,24.404,0.0,7.172,31.576,15:45:00
2023-01-03,26.296,0.836,7.036,34.168,16:00:00
2023-01-03,26.488,0.0,6.804,33.292,16:15:00
2023-01-03,25.788,0.0,7.104,32.892,16:30:00
2023-01-03,27.032,0.004,7.44,34.476,16:45:00
2023-01-03,26.216,0.0,7.82,34.036,17:00:00
2023-01-03,27.096,0.0,7.788,34.884,17:15:00
2023-01-03,26.008,8.452,6.616,41.076,17:30:00
2023-01-03,25.348,10.056,5.244,40.647999999999996,17:45:00
2023-01-03,23.924,9.964,2.484,36.372,18:00:00
2023-01-03,22.992,9.888,2.356,35.236000000000004,18:15:00
2023-01-03,23.392,10.132,2.328,35.852,18:30:00
2023-01-03,20.864,10.464,2.076,33.404,18:45:00
2023-01-03,18.704,9.996,0.108,28.808,19:00:00
2023-01-03,18.488,10.6,0.108,29.195999999999998,19:15:00
2023-01-03,18.312,10.448,0.16,28.92,19:30:00
2023-01-03,18.972,9.876,0.156,29.004,19:45:00
2023-01-03,18.196,9.872,0.16,28.228,20:00:00
2023-01-03,18.648,10.136,0.144,28.927999999999997,20:15:00
2023-01-03,18.228,9.936,0.14,28.304000000000002,20:30:00
2023-01-03,17.692,9.88,0.136,27.708000000000002,20:45:00
2023-01-03,18.904,9.824,0.464,29.192,21:00:00
2023-01-03,18.392,9.828,0.476,28.695999999999998,21:15:00
2023-01-03,17.984,10.192,0.512,28.688000000000002,21:30:00
2023-01-03,18.388,10.028,0.56,28.976000000000003,21:45:00
2023-01-03,17.384,9.696,0.5,27.58,22:00:00
2023-01-03,18.604,9.708,0.52,28.832,22:15:00
2023-01-03,17.832,9.828,0.484,28.144,22:30:00
2023-01-03,17.652,9.904,0.436,27.992,22:45:00
2023-01-03,18.504,8.728,0.18,27.412000000000003,23:00:00
2023-01-03,18.564,8.444,0.116,27.124000000000002,23:15:00
2023-01-03,18.52,8.468,0.136,27.124,23:30:00
2023-01-03,18.396,8.276,0.124,26.796,23:45:00
2023-01-04,18.236,8.424,0.172,26.832,00:00:00
2023-01-04,18.532,8.368,0.172,27.072,00:15:00
2023-01-04,18.856,8.5,0.172,27.528000000000002,00:30:00
2023-01-04,18.06,8.364,0.184,26.608,00:45:00
2023-01-04,18.26,8.232,0.168,26.66,01:00:00
2023-01-04,17.948,8.16,0.156,26.264,01:15:00
2023-01-04,18.14,8.468,0.176,26.784,01:30:00
2023-01-04,18.28,8.356,0.176,26.812,01:45:00
2023-01-04,19.2,8.464,0.14,27.804,02:00:00
2023-01-04,18.936,8.332,0.124,27.392,02:15:00
2023-01-04,18.684,8.544,0.14,27.368000000000002,02:30:00
2023-01-04,18.116,8.392,0.128,26.636,02:45:00
2023-01-04,18.724,8.364,0.164,27.252000000000002,03:00:00
2023-01-04,18.252,8.428,0.184,26.864,03:15:00
2023-01-04,18.228,8.432,0.168,26.828000000000003,03:30:00
2023-01-04,18.84,8.248,0.172,27.259999999999998,03:45:00
2023-01-04,17.628,9.204,0.116,26.948,04:00:00
2023-01-04,18.036,8.46,0.12,26.616000000000003,04:15:00
2023-01-04,18.288,8.6,0.144,27.032,04:30:00
2023-01-04,18.016,8.404,0.164,26.584,04:45:00
2023-01-04,18.024,8.38,0.124,26.528000000000002,05:00:00
2023-01-04,18.764,8.392,0.128,27.284,05:15:00
2023-01-04,18.188,9.768,0.128,28.084,05:30:00
2023-01-04,17.952,10.024,1.412,29.388,05:45:00
2023-01-04,23.692,9.932,4.916,38.54,06:00:00
2023-01-04,31.988,9.74,7.092,48.82,06:15:00
2023-01-04,32.896,9.98,12.96,55.836,06:30:00
2023-01-04,34.328,9.728,12.844,56.900000000000006,06:45:00
2023-01-04,35.528,10.068,13.784,59.379999999999995,07:00:00
2023-01-04,35.428,9.98,14.052,59.459999999999994,07:15:00
2023-01-04,34.58,10.108,15.244,59.932,07:30:00
2023-01-04,33.096,9.896,18.0,60.992,07:45:00
2023-01-04,34.932,8.896,15.944,59.772000000000006,08:00:00
2023-01-04,34.188,8.556,18.064,60.808,08:15:00
2023-01-04,33.648,8.776,14.072,56.496,08:30:00
2023-01-04,34.12,8.412,14.464,56.995999999999995,08:45:00
2023-01-04,36.26,8.492,13.968,58.72,09:00:00
2023-01-04,35.604,8.284,14.124,58.012,09:15:00
2023-01-04,35.868,8.592,13.164,57.624,09:30:00
2023-01-04,34.028,8.464,13.948,56.44,09:45:00
2023-01-04,34.872,8.348,14.196,57.416,10:00:00
2023-01-04,37.332,8.24,17.668,63.24,10:15:00
2023-01-04,38.528,8.496,19.824,66.848,10:30:00
2023-01-04,31.192,8.596,18.908,58.696,10:45:00
2023-01-04,32.296,8.492,17.128,57.916,11:00:00
2023-01-04,34.536,8.396,16.604,59.536,11:15:00
2023-01-04,34.192,8.536,16.276,59.004,11:30:00
2023-01-04,33.62,8.504,17.892,60.016,11:45:00
2023-01-04,29.348,8.224,16.112,53.684,12:00:00
2023-01-04,31.016,9.152,16.228,56.396,12:15:00
2023-01-04,33.2,8.908,17.836,59.944,12:30:00
2023-01-04,38.204,8.312,17.54,64.056,12:45:00
2023-01-04,36.712,8.396,17.012,62.120000000000005,13:00:00
2023-01-04,42.228,8.352,19.608,70.188,13:15:00
2023-01-04,40.088,8.588,17.5,66.176,13:30:00
2023-01-04,33.64,8.576,11.988,54.204,13:45:00
2023-01-04,29.404,8.56,8.74,46.704,14:00:00
2023-01-04,36.568,8.316,8.652,53.536,14:15:00
2023-01-04,29.556,8.476,9.076,47.108000000000004,14:30:00
2023-01-04,28.572,8.552,8.78,45.903999999999996,14:45:00
2023-01-04,23.568,8.54,7.032,39.14,15:00:00
2023-01-04,23.196,8.468,6.796,38.46,15:15:00
2023-01-04,23.02,8.684,7.66,39.364,15:30:00
2023-01-04,23.316,8.924,12.424,44.664,15:45:00
2023-01-04,25.628,9.436,14.64,49.704,16:00:00
2023-01-04,25.24,8.4,14.092,47.732,16:15:00
2023-01-04,25.608,8.424,12.252,46.284,16:30:00
2023-01-04,25.088,8.672,11.848,45.608000000000004,16:45:00
2023-01-04,24.856,8.4,11.892,45.148,17:00:00
2023-01-04,23.38,8.364,7.064,38.808,17:15:00
2023-01-04,20.628,8.984,6.716,36.328,17:30:00
2023-01-04,20.484,10.072,6.412,36.968,17:45:00
2023-01-04,18.604,9.996,6.688,35.288,18:00:00
2023-01-04,18.148,9.788,6.472,34.408,18:15:00
2023-01-04,15.944,9.712,2.264,27.92,18:30:00
2023-01-04,16.528,10.32,0.432,27.279999999999998,18:45:00
2023-01-04,15.444,10.796,0.412,26.652,19:00:00
2023-01-04,15.844,10.0,0.416,26.259999999999998,19:15:00
2023-01-04,16.532,9.984,0.42,26.936,19:30:00
2023-01-04,17.456,10.02,0.416,27.892,19:45:00
2023-01-04,15.584,9.952,0.404,25.94,20:00:00
2023-01-04,16.612,9.916,0.428,26.956,20:15:00
2023-01-04,16.492,10.044,0.424,26.96,20:30:00
2023-01-04,16.116,9.9,0.38,26.396,20:45:00
2023-01-04,15.592,9.752,2.708,28.052,21:00:00
2023-01-04,15.728,9.68,3.036,28.444,21:15:00
2023-01-04,15.524,9.78,3.1,28.404,21:30:00
2023-01-04,16.072,9.868,3.088,29.028,21:45:00
2023-01-04,15.54,9.856,3.088,28.483999999999998,22:00:00
2023-01-04,16.36,9.812,3.14,29.311999999999998,22:15:00
2023-01-04,16.176,9.764,3.14,29.08,22:30:00
2023-01-04,16.18,9.836,3.02,29.036,22:45:00
2023-01-04,16.412,8.956,0.784,26.151999999999997,23:00:00
2023-01-04,16.624,8.412,0.432,25.468,23:15:00
2023-01-04,16.932,8.4,0.404,25.736,23:30:00
2023-01-04,16.38,8.252,0.424,25.056,23:45:00
2023-01-05,15.956,8.224,0.46,24.64,00:00:00
2023-01-05,15.576,8.312,0.46,24.348,00:15:00
2023-01-05,15.612,8.456,0.396,24.464,00:30:00
2023-01-05,16.32,8.384,0.424,25.128,00:45:00
2023-01-05,15.676,8.352,0.44,24.468,01:00:00
2023-01-05,15.8,8.348,0.392,24.540000000000003,01:15:00
2023-01-05,15.884,8.36,0.46,24.704,01:30:00
2023-01-05,15.844,8.504,0.504,24.852,01:45:00
2023-01-05,16.496,8.396,0.448,25.34,02:00:00
2023-01-05,16.392,8.268,0.404,25.064,02:15:00
2023-01-05,15.992,8.24,0.468,24.700000000000003,02:30:00
2023-01-05,16.028,8.292,0.5,24.82,02:45:00
2023-01-05,15.736,8.352,0.416,24.504,03:00:00
2023-01-05,15.42,8.616,0.432,24.468,03:15:00
2023-01-05,16.168,9.172,0.488,25.828,03:30:00
2023-01-05,16.148,8.476,0.48,25.104,03:45:00
2023-01-05,16.584,8.264,0.424,25.272,04:00:00
2023-01-05,16.224,8.416,0.448,25.088,04:15:00
2023-01-05,15.828,8.484,0.464,24.776,04:30:00
2023-01-05,16.692,8.504,0.472,25.668,04:45:00
2023-01-05,15.832,8.296,0.42,24.548000000000002,05:00:00
2023-01-05,15.492,8.268,0.472,24.232000000000003,05:15:00
2023-01-05,15.22,9.408,0.428,25.056,05:30:00
2023-01-05,16.496,9.972,3.44,29.907999999999998,05:45:00
2023-01-05,24.768,9.748,4.036,38.552,06:00:00
2023-01-05,27.428,16.072,4.1,47.6,06:15:00
2023-01-05,30.656,36.416,12.392,79.464,06:30:00
2023-01-05,30.736,36.324,11.94,79.0,06:45:00
2023-01-05,28.952,36.292,12.264,77.508,07:00:00
2023-01-05,31.416,36.36,11.776,79.55199999999999,07:15:00
2023-01-05,39.94,36.108,12.816,88.86399999999999,07:30:00
2023-01-05,41.344,35.912,14.756,92.012,07:45:00
2023-01-05,39.184,34.588,15.888,89.66,08:00:00
2023-01-05,37.528,34.824,15.908,88.25999999999999,08:15:00
2023-01-05,38.904,34.924,11.132,84.96000000000001,08:30:00
2023-01-05,36.36,13.4,11.572,61.332,08:45:00
2023-01-05,30.132,8.396,10.288,48.816,09:00:00
2023-01-05,25.436,8.5,7.396,41.332,09:15:00
2023-01-05,25.312,8.64,8.772,42.724000000000004,09:30:00
2023-01-05,25.436,8.444,12.704,46.584,09:45:00
2023-01-05,26.46,8.5,10.148,45.108000000000004,10:00:00
2023-01-05,28.892,8.412,9.868,47.172,10:15:00
2023-01-05,34.328,8.512,9.592,52.432,10:30:00
2023-01-05,42.52,8.216,10.624,61.36,10:45:00
2023-01-05,38.844,8.292,11.64,58.776,11:00:00
2023-01-05,35.124,8.38,17.804,61.308,11:15:00
2023-01-05,34.884,9.132,16.156,60.172,11:30:00
2023-01-05,45.504,8.956,15.768,70.228,11:45:00
2023-01-05,40.0,8.304,18.152,66.456,12:00:00
2023-01-05,34.972,8.416,17.196,60.584,12:15:00
2023-01-05,32.824,8.652,17.94,59.416,12:30:00
2023-01-05,32.396,8.476,16.62,57.492000000000004,12:45:00
2023-01-05,30.384,8.408,13.852,52.644,13:00:00
2023-01-05,29.652,8.364,12.704,50.72,13:15:00
2023-01-05,37.544,8.536,11.592,57.672,13:30:00
2023-01-05,44.228,8.396,9.912,62.536,13:45:00
2023-01-05,33.104,8.404,7.908,49.416,14:00:00
2023-01-05,28.664,8.252,7.924,44.84,14:15:00
2023-01-05,30.168,8.296,11.424,49.888,14:30:00
2023-01-05,25.892,8.196,13.032,47.12,14:45:00
2023-01-05,23.3,8.932,11.588,43.82,15:00:00
2023-01-05,23.336,8.716,11.048,43.099999999999994,15:15:00
2023-01-05,22.744,9.612,11.392,43.748,15:30:00
2023-01-05,23.844,8.448,13.252,45.544000000000004,15:45:00
2023-01-05,25.884,8.34,17.312,51.536,16:00:00
2023-01-05,25.948,8.944,15.336,50.228,16:15:00
2023-01-05,25.08,8.9,16.932,50.912,16:30:00
2023-01-05,25.968,9.8,14.712,50.480000000000004,16:45:00
2023-01-05,24.464,8.148,14.428,47.04,17:00:00
2023-01-05,26.108,8.244,15.632,49.984,17:15:00
2023-01-05,24.908,8.612,14.836,48.356,17:30:00
2023-01-05,24.044,9.824,15.836,49.704,17:45:00
2023-01-05,23.84,10.024,15.752,49.616,18:00:00
2023-01-05,22.624,9.972,16.268,48.864,18:15:00
2023-01-05,23.22,9.956,15.412,48.588,18:30:00
2023-01-05,23.224,9.916,14.252,47.392,18:45:00
2023-01-05,23.46,9.692,14.472,47.624,19:00:00
2023-01-05,23.116,9.932,15.212,48.26,19:15:00
2023-01-05,22.772,9.868,15.14,47.78,19:30:00
2023-01-05,23.084,9.648,14.836,47.568,19:45:00
2023-01-05,24.048,9.56,14.828,48.436,20:00:00
