,Date,Aula,Humidity,min_humidity,max_humidity,planta,festiu,day_of_week,is_weekend,hour_of_day
112287,2023-10-26 16:00:00,A-35,52.0,30,60,3,False,3,False,16
112288,2023-10-26 17:00:00,A-35,51.5,30,60,3,False,3,False,17
112289,2023-10-26 18:00:00,A-35,50.0,30,60,3,False,3,False,18
112290,2023-10-26 19:00:00,A-35,49.5,30,60,3,False,3,False,19
112291,2023-10-26 20:00:00,A-35,49.5,30,60,3,False,3,False,20
112303,2023-10-27 08:00:00,A-35,33.0,30,60,3,False,4,False,8
112304,2023-10-27 09:00:00,A-35,34.0,30,60,3,False,4,False,9
112305,2023-10-27 10:00:00,A-35,34.5,30,60,3,False,4,False,10
112306,2023-10-27 11:00:00,A-35,35.0,30,60,3,False,4,False,11
112307,2023-10-27 12:00:00,A-35,36.5,30,60,3,False,4,False,12
112308,2023-10-27 13:00:00,A-35,35.5,30,60,3,False,4,False,13
112309,2023-10-27 14:00:00,A-35,33.5,30,60,3,False,4,False,14
112310,2023-10-27 15:00:00,A-35,33.5,30,60,3,False,4,False,15
112311,2023-10-27 16:00:00,A-35,33.5,30,60,3,False,4,False,16
112312,2023-10-27 17:00:00,A-35,32.5,30,60,3,False,4,False,17
112313,2023-10-27 18:00:00,A-35,31.5,30,60,3,False,4,False,18
112314,2023-10-27 19:00:00,A-35,33.5,30,60,3,False,4,False,19
112315,2023-10-27 20:00:00,A-35,38.0,30,60,3,False,4,False,20
112376,2023-10-30 08:00:00,A-35,57.5,30,60,3,False,0,False,8
112377,2023-10-30 09:00:00,A-35,57.5,30,60,3,False,0,False,9
112378,2023-10-30 10:00:00,A-35,58.5,30,60,3,False,0,False,10
112379,2023-10-30 11:00:00,A-35,55.5,30,60,3,False,0,False,11
112380,2023-10-30 12:00:00,A-35,53.0,30,60,3,False,0,False,12
112381,2023-10-30 13:00:00,A-35,51.5,30,60,3,False,0,False,13
112382,2023-10-30 14:00:00,A-35,53.5,30,60,3,False,0,False,14
112383,2023-10-30 15:00:00,A-35,54.0,30,60,3,False,0,False,15
112384,2023-10-30 16:00:00,A-35,55.0,30,60,3,False,0,False,16
112385,2023-10-30 17:00:00,A-35,51.0,30,60,3,False,0,False,17
112386,2023-10-30 18:00:00,A-35,50.0,30,60,3,False,0,False,18
112387,2023-10-30 19:00:00,A-35,52.0,30,60,3,False,0,False,19
112388,2023-10-30 20:00:00,A-35,50.5,30,60,3,False,0,False,20
112400,2023-10-31 08:00:00,A-35,37.5,30,60,3,False,1,False,8
112401,2023-10-31 09:00:00,A-35,37.0,30,60,3,False,1,False,9
112402,2023-10-31 10:00:00,A-35,37.0,30,60,3,False,1,False,10
112403,2023-10-31 11:00:00,A-35,39.5,30,60,3,False,1,False,11
112404,2023-10-31 12:00:00,A-35,40.0,30,60,3,False,1,False,12
112405,2023-10-31 13:00:00,A-35,38.5,30,60,3,False,1,False,13
112406,2023-10-31 14:00:00,A-35,37.0,30,60,3,False,1,False,14
112407,2023-10-31 15:00:00,A-35,40.0,30,60,3,False,1,False,15
112408,2023-10-31 16:00:00,A-35,42.0,30,60,3,False,1,False,16
112409,2023-10-31 17:00:00,A-35,41.5,30,60,3,False,1,False,17
112410,2023-10-31 18:00:00,A-35,38.5,30,60,3,False,1,False,18
112411,2023-10-31 19:00:00,A-35,36.0,30,60,3,False,1,False,19
112412,2023-10-31 20:00:00,A-35,36.0,30,60,3,False,1,False,20
112448,2023-11-02 08:00:00,A-35,50.5,30,60,3,False,3,False,8
112449,2023-11-02 09:00:00,A-35,54.5,30,60,3,False,3,False,9
112450,2023-11-02 10:00:00,A-35,53.0,30,60,3,False,3,False,10
112451,2023-11-02 11:00:00,A-35,52.0,30,60,3,False,3,False,11
112452,2023-11-02 12:00:00,A-35,53.5,30,60,3,False,3,False,12
112453,2023-11-02 13:00:00,A-35,53.5,30,60,3,False,3,False,13
112454,2023-11-02 14:00:00,A-35,49.0,30,60,3,False,3,False,14
112455,2023-11-02 15:00:00,A-35,46.0,30,60,3,False,3,False,15
112456,2023-11-02 16:00:00,A-35,45.0,30,60,3,False,3,False,16
112457,2023-11-02 17:00:00,A-35,44.0,30,60,3,False,3,False,17
112458,2023-11-02 18:00:00,A-35,41.0,30,60,3,False,3,False,18
112459,2023-11-02 19:00:00,A-35,39.5,30,60,3,False,3,False,19
112460,2023-11-02 20:00:00,A-35,35.0,30,60,3,False,3,False,20
112472,2023-11-03 08:00:00,A-35,29.0,30,60,3,False,4,False,8
112473,2023-11-03 09:00:00,A-35,32.0,30,60,3,False,4,False,9
112474,2023-11-03 10:00:00,A-35,31.0,30,60,3,False,4,False,10
112475,2023-11-03 11:00:00,A-35,31.0,30,60,3,False,4,False,11
112476,2023-11-03 12:00:00,A-35,35.0,30,60,3,False,4,False,12
112477,2023-11-03 13:00:00,A-35,31.5,30,60,3,False,4,False,13
112478,2023-11-03 14:00:00,A-35,30.0,30,60,3,False,4,False,14
112479,2023-11-03 15:00:00,A-35,31.0,30,60,3,False,4,False,15
112480,2023-11-03 16:00:00,A-35,30.5,30,60,3,False,4,False,16
112481,2023-11-03 17:00:00,A-35,29.5,30,60,3,False,4,False,17
112482,2023-11-03 18:00:00,A-35,29.0,30,60,3,False,4,False,18
112483,2023-11-03 19:00:00,A-35,29.0,30,60,3,False,4,False,19
112484,2023-11-03 20:00:00,A-35,29.0,30,60,3,False,4,False,20
112544,2023-11-06 08:00:00,A-35,36.5,30,60,3,False,0,False,8
112545,2023-11-06 09:00:00,A-35,36.0,30,60,3,False,0,False,9
112546,2023-11-06 10:00:00,A-35,35.5,30,60,3,False,0,False,10
112547,2023-11-06 11:00:00,A-35,39.5,30,60,3,False,0,False,11
112548,2023-11-06 12:00:00,A-35,36.0,30,60,3,False,0,False,12
112549,2023-11-06 13:00:00,A-35,34.0,30,60,3,False,0,False,13
112550,2023-11-06 14:00:00,A-35,33.5,30,60,3,False,0,False,14
112551,2023-11-06 15:00:00,A-35,33.0,30,60,3,False,0,False,15
112552,2023-11-06 16:00:00,A-35,33.0,30,60,3,False,0,False,16
112553,2023-11-06 17:00:00,A-35,33.5,30,60,3,False,0,False,17
112554,2023-11-06 18:00:00,A-35,40.0,30,60,3,False,0,False,18
112555,2023-11-06 19:00:00,A-35,44.5,30,60,3,False,0,False,19
112556,2023-11-06 20:00:00,A-35,45.0,30,60,3,False,0,False,20
112568,2023-11-07 08:00:00,A-35,36.5,30,60,3,False,1,False,8
112569,2023-11-07 09:00:00,A-35,34.5,30,60,3,False,1,False,9
112570,2023-11-07 10:00:00,A-35,34.0,30,60,3,False,1,False,10
112571,2023-11-07 11:00:00,A-35,36.5,30,60,3,False,1,False,11
112572,2023-11-07 12:00:00,A-35,36.5,30,60,3,False,1,False,12
112573,2023-11-07 13:00:00,A-35,35.5,30,60,3,False,1,False,13
112574,2023-11-07 14:00:00,A-35,35.0,30,60,3,False,1,False,14
112575,2023-11-07 15:00:00,A-35,36.5,30,60,3,False,1,False,15
112576,2023-11-07 16:00:00,A-35,37.0,30,60,3,False,1,False,16
112577,2023-11-07 17:00:00,A-35,37.0,30,60,3,False,1,False,17
112578,2023-11-07 18:00:00,A-35,35.5,30,60,3,False,1,False,18
112579,2023-11-07 19:00:00,A-35,33.0,30,60,3,False,1,False,19
112580,2023-11-07 20:00:00,A-35,31.0,30,60,3,False,1,False,20
112592,2023-11-08 08:00:00,A-35,33.0,30,60,3,False,2,False,8
112593,2023-11-08 09:00:00,A-35,32.0,30,60,3,False,2,False,9
112594,2023-11-08 10:00:00,A-35,34.0,30,60,3,False,2,False,10
112595,2023-11-08 11:00:00,A-35,36.0,30,60,3,False,2,False,11
112596,2023-11-08 12:00:00,A-35,35.5,30,60,3,False,2,False,12
112597,2023-11-08 13:00:00,A-35,34.0,30,60,3,False,2,False,13
112598,2023-11-08 14:00:00,A-35,34.0,30,60,3,False,2,False,14
112599,2023-11-08 15:00:00,A-35,36.0,30,60,3,False,2,False,15
112600,2023-11-08 16:00:00,A-35,36.0,30,60,3,False,2,False,16
112601,2023-11-08 17:00:00,A-35,37.0,30,60,3,False,2,False,17
112602,2023-11-08 18:00:00,A-35,39.5,30,60,3,False,2,False,18
112603,2023-11-08 19:00:00,A-35,40.0,30,60,3,False,2,False,19
112604,2023-11-08 20:00:00,A-35,38.0,30,60,3,False,2,False,20
112616,2023-11-09 08:00:00,A-35,41.5,30,60,3,False,3,False,8
112617,2023-11-09 09:00:00,A-35,43.5,30,60,3,False,3,False,9
112618,2023-11-09 10:00:00,A-35,43.5,30,60,3,False,3,False,10
112619,2023-11-09 11:00:00,A-35,44.5,30,60,3,False,3,False,11
112620,2023-11-09 12:00:00,A-35,48.5,30,60,3,False,3,False,12
112621,2023-11-09 13:00:00,A-35,45.0,30,60,3,False,3,False,13
112622,2023-11-09 14:00:00,A-35,43.0,30,60,3,False,3,False,14
112623,2023-11-09 15:00:00,A-35,44.0,30,60,3,False,3,False,15
112624,2023-11-09 16:00:00,A-35,44.0,30,60,3,False,3,False,16
112625,2023-11-09 17:00:00,A-35,43.0,30,60,3,False,3,False,17
112626,2023-11-09 18:00:00,A-35,45.0,30,60,3,False,3,False,18
112627,2023-11-09 19:00:00,A-35,44.0,30,60,3,False,3,False,19
112628,2023-11-09 20:00:00,A-35,42.5,30,60,3,False,3,False,20
112640,2023-11-10 08:00:00,A-35,38.5,30,60,3,False,4,False,8
112641,2023-11-10 09:00:00,A-35,39.5,30,60,3,False,4,False,9
112642,2023-11-10 10:00:00,A-35,37.5,30,60,3,False,4,False,10
112643,2023-11-10 11:00:00,A-35,36.0,30,60,3,False,4,False,11
112644,2023-11-10 12:00:00,A-35,35.5,30,60,3,False,4,False,12
112645,2023-11-10 13:00:00,A-35,36.5,30,60,3,False,4,False,13
112646,2023-11-10 14:00:00,A-35,35.0,30,60,3,False,4,False,14
112647,2023-11-10 15:00:00,A-35,36.5,30,60,3,False,4,False,15
112648,2023-11-10 16:00:00,A-35,37.5,30,60,3,False,4,False,16
112649,2023-11-10 17:00:00,A-35,36.5,30,60,3,False,4,False,17
112650,2023-11-10 18:00:00,A-35,36.0,30,60,3,False,4,False,18
112651,2023-11-10 19:00:00,A-35,36.0,30,60,3,False,4,False,19
112652,2023-11-10 20:00:00,A-35,36.0,30,60,3,False,4,False,20
112712,2023-11-13 08:00:00,A-35,48.0,30,60,3,False,0,False,8
112713,2023-11-13 09:00:00,A-35,48.0,30,60,3,False,0,False,9
112714,2023-11-13 10:00:00,A-35,48.0,30,60,3,False,0,False,10
112715,2023-11-13 11:00:00,A-35,49.5,30,60,3,False,0,False,11
112716,2023-11-13 12:00:00,A-35,49.5,30,60,3,False,0,False,12
112717,2023-11-13 13:00:00,A-35,48.0,30,60,3,False,0,False,13
112718,2023-11-13 14:00:00,A-35,47.0,30,60,3,False,0,False,14
112719,2023-11-13 15:00:00,A-35,47.5,30,60,3,False,0,False,15
112720,2023-11-13 16:00:00,A-35,48.0,30,60,3,False,0,False,16
112721,2023-11-13 17:00:00,A-35,50.0,30,60,3,False,0,False,17
112722,2023-11-13 18:00:00,A-35,53.0,30,60,3,False,0,False,18
112723,2023-11-13 19:00:00,A-35,53.0,30,60,3,False,0,False,19
112724,2023-11-13 20:00:00,A-35,51.5,30,60,3,False,0,False,20
112736,2023-11-14 08:00:00,A-35,49.0,30,60,3,False,1,False,8
112737,2023-11-14 09:00:00,A-35,49.0,30,60,3,False,1,False,9
112738,2023-11-14 10:00:00,A-35,48.0,30,60,3,False,1,False,10
112739,2023-11-14 11:00:00,A-35,52.0,30,60,3,False,1,False,11
112740,2023-11-14 12:00:00,A-35,54.0,30,60,3,False,1,False,12
112741,2023-11-14 13:00:00,A-35,51.0,30,60,3,False,1,False,13
112742,2023-11-14 14:00:00,A-35,49.5,30,60,3,False,1,False,14
112743,2023-11-14 15:00:00,A-35,50.0,30,60,3,False,1,False,15
112744,2023-11-14 16:00:00,A-35,51.5,30,60,3,False,1,False,16
112745,2023-11-14 17:00:00,A-35,52.0,30,60,3,False,1,False,17
112746,2023-11-14 18:00:00,A-35,48.0,30,60,3,False,1,False,18
112747,2023-11-14 19:00:00,A-35,45.5,30,60,3,False,1,False,19
112748,2023-11-14 20:00:00,A-35,44.5,30,60,3,False,1,False,20
112760,2023-11-15 08:00:00,A-35,47.0,30,60,3,False,2,False,8
112761,2023-11-15 09:00:00,A-35,47.0,30,60,3,False,2,False,9
112762,2023-11-15 10:00:00,A-35,49.5,30,60,3,False,2,False,10
112763,2023-11-15 11:00:00,A-35,53.0,30,60,3,False,2,False,11
112764,2023-11-15 12:00:00,A-35,51.5,30,60,3,False,2,False,12
112765,2023-11-15 13:00:00,A-35,51.0,30,60,3,False,2,False,13
112766,2023-11-15 14:00:00,A-35,50.5,30,60,3,False,2,False,14
112767,2023-11-15 15:00:00,A-35,51.0,30,60,3,False,2,False,15
112768,2023-11-15 16:00:00,A-35,51.0,30,60,3,False,2,False,16
112769,2023-11-15 17:00:00,A-35,52.0,30,60,3,False,2,False,17
112770,2023-11-15 18:00:00,A-35,52.0,30,60,3,False,2,False,18
112771,2023-11-15 19:00:00,A-35,52.0,30,60,3,False,2,False,19
112772,2023-11-15 20:00:00,A-35,52.0,30,60,3,False,2,False,20
112784,2023-11-16 08:00:00,A-35,51.0,30,60,3,False,3,False,8
112785,2023-11-16 09:00:00,A-35,50.5,30,60,3,False,3,False,9
112786,2023-11-16 10:00:00,A-35,50.0,30,60,3,False,3,False,10
112787,2023-11-16 11:00:00,A-35,50.0,30,60,3,False,3,False,11
112788,2023-11-16 12:00:00,A-35,51.0,30,60,3,False,3,False,12
112789,2023-11-16 13:00:00,A-35,51.0,30,60,3,False,3,False,13
112790,2023-11-16 14:00:00,A-35,48.0,30,60,3,False,3,False,14
112791,2023-11-16 15:00:00,A-35,47.0,30,60,3,False,3,False,15
112792,2023-11-16 16:00:00,A-35,47.0,30,60,3,False,3,False,16
112793,2023-11-16 17:00:00,A-35,47.5,30,60,3,False,3,False,17
112794,2023-11-16 18:00:00,A-35,50.0,30,60,3,False,3,False,18
112795,2023-11-16 19:00:00,A-35,51.0,30,60,3,False,3,False,19
112796,2023-11-16 20:00:00,A-35,52.0,30,60,3,False,3,False,20
112808,2023-11-17 08:00:00,A-35,48.5,30,60,3,False,4,False,8
112809,2023-11-17 09:00:00,A-35,44.0,30,60,3,False,4,False,9
112810,2023-11-17 10:00:00,A-35,42.0,30,60,3,False,4,False,10
112811,2023-11-17 11:00:00,A-35,42.5,30,60,3,False,4,False,11
112812,2023-11-17 12:00:00,A-35,42.0,30,60,3,False,4,False,12
112813,2023-11-17 13:00:00,A-35,40.5,30,60,3,False,4,False,13
112814,2023-11-17 14:00:00,A-35,42.5,30,60,3,False,4,False,14
112815,2023-11-17 15:00:00,A-35,51.5,30,60,3,False,4,False,15
112816,2023-11-17 16:00:00,A-35,51.5,30,60,3,False,4,False,16
112817,2023-11-17 17:00:00,A-35,50.5,30,60,3,False,4,False,17
112818,2023-11-17 18:00:00,A-35,50.0,30,60,3,False,4,False,18
112819,2023-11-17 19:00:00,A-35,50.0,30,60,3,False,4,False,19
112820,2023-11-17 20:00:00,A-35,50.0,30,60,3,False,4,False,20
112880,2023-11-20 08:00:00,A-35,52.0,30,60,3,False,0,False,8
112881,2023-11-20 09:00:00,A-35,51.5,30,60,3,False,0,False,9
112882,2023-11-20 10:00:00,A-35,51.0,30,60,3,False,0,False,10
112883,2023-11-20 11:00:00,A-35,51.0,30,60,3,False,0,False,11
112884,2023-11-20 12:00:00,A-35,49.5,30,60,3,False,0,False,12
112885,2023-11-20 13:00:00,A-35,48.0,30,60,3,False,0,False,13
112886,2023-11-20 14:00:00,A-35,47.5,30,60,3,False,0,False,14
112887,2023-11-20 15:00:00,A-35,48.0,30,60,3,False,0,False,15
112888,2023-11-20 16:00:00,A-35,49.0,30,60,3,False,0,False,16
112889,2023-11-20 17:00:00,A-35,50.0,30,60,3,False,0,False,17
112890,2023-11-20 18:00:00,A-35,50.0,30,60,3,False,0,False,18
112891,2023-11-20 19:00:00,A-35,49.5,30,60,3,False,0,False,19
112892,2023-11-20 20:00:00,A-35,48.5,30,60,3,False,0,False,20
112904,2023-11-21 08:00:00,A-35,45.0,30,60,3,False,1,False,8
112905,2023-11-21 09:00:00,A-35,46.5,30,60,3,False,1,False,9
112906,2023-11-21 10:00:00,A-35,47.0,30,60,3,False,1,False,10
112907,2023-11-21 11:00:00,A-35,48.0,30,60,3,False,1,False,11
112908,2023-11-21 12:00:00,A-35,46.5,30,60,3,False,1,False,12
112909,2023-11-21 13:00:00,A-35,39.5,30,60,3,False,1,False,13
112910,2023-11-21 14:00:00,A-35,36.0,30,60,3,False,1,False,14
112911,2023-11-21 15:00:00,A-35,37.5,30,60,3,False,1,False,15
112912,2023-11-21 16:00:00,A-35,38.5,30,60,3,False,1,False,16
112913,2023-11-21 17:00:00,A-35,39.0,30,60,3,False,1,False,17
112914,2023-11-21 18:00:00,A-35,40.5,30,60,3,False,1,False,18
112915,2023-11-21 19:00:00,A-35,40.0,30,60,3,False,1,False,19
112916,2023-11-21 20:00:00,A-35,39.0,30,60,3,False,1,False,20
112928,2023-11-22 08:00:00,A-35,32.0,30,60,3,False,2,False,8
112929,2023-11-22 09:00:00,A-35,31.5,30,60,3,False,2,False,9
112930,2023-11-22 10:00:00,A-35,31.5,30,60,3,False,2,False,10
112931,2023-11-22 11:00:00,A-35,32.5,30,60,3,False,2,False,11
112932,2023-11-22 12:00:00,A-35,32.0,30,60,3,False,2,False,12
112933,2023-11-22 13:00:00,A-35,29.5,30,60,3,False,2,False,13
112934,2023-11-22 14:00:00,A-35,23.5,30,60,3,False,2,False,14
112935,2023-11-22 15:00:00,A-35,22.5,30,60,3,False,2,False,15
112936,2023-11-22 16:00:00,A-35,22.0,30,60,3,False,2,False,16
112937,2023-11-22 17:00:00,A-35,24.5,30,60,3,False,2,False,17
112938,2023-11-22 18:00:00,A-35,27.5,30,60,3,False,2,False,18
112939,2023-11-22 19:00:00,A-35,28.0,30,60,3,False,2,False,19
112940,2023-11-22 20:00:00,A-35,25.5,30,60,3,False,2,False,20
112952,2023-11-23 08:00:00,A-35,27.0,30,60,3,False,3,False,8
112953,2023-11-23 09:00:00,A-35,31.5,30,60,3,False,3,False,9
112954,2023-11-23 10:00:00,A-35,30.0,30,60,3,False,3,False,10
112955,2023-11-23 11:00:00,A-35,27.0,30,60,3,False,3,False,11
112956,2023-11-23 12:00:00,A-35,30.0,30,60,3,False,3,False,12
112957,2023-11-23 13:00:00,A-35,32.5,30,60,3,False,3,False,13
112958,2023-11-23 14:00:00,A-35,27.0,30,60,3,False,3,False,14
112959,2023-11-23 15:00:00,A-35,27.0,30,60,3,False,3,False,15
112960,2023-11-23 16:00:00,A-35,27.0,30,60,3,False,3,False,16
112961,2023-11-23 17:00:00,A-35,27.0,30,60,3,False,3,False,17
112962,2023-11-23 18:00:00,A-35,27.0,30,60,3,False,3,False,18
112963,2023-11-23 19:00:00,A-35,27.0,30,60,3,False,3,False,19
112964,2023-11-23 20:00:00,A-35,27.0,30,60,3,False,3,False,20
112976,2023-11-24 08:00:00,A-35,28.0,30,60,3,False,4,False,8
112977,2023-11-24 09:00:00,A-35,29.0,30,60,3,False,4,False,9
112978,2023-11-24 10:00:00,A-35,29.0,30,60,3,False,4,False,10
112979,2023-11-24 11:00:00,A-35,29.0,30,60,3,False,4,False,11
112980,2023-11-24 12:00:00,A-35,33.0,30,60,3,False,4,False,12
112981,2023-11-24 13:00:00,A-35,33.0,30,60,3,False,4,False,13
112982,2023-11-24 14:00:00,A-35,31.5,30,60,3,False,4,False,14
112983,2023-11-24 15:00:00,A-35,31.5,30,60,3,False,4,False,15
112984,2023-11-24 16:00:00,A-35,34.0,30,60,3,False,4,False,16
112985,2023-11-24 17:00:00,A-35,31.5,30,60,3,False,4,False,17
112986,2023-11-24 18:00:00,A-35,30.5,30,60,3,False,4,False,18
112987,2023-11-24 19:00:00,A-35,30.0,30,60,3,False,4,False,19
112988,2023-11-24 20:00:00,A-35,30.0,30,60,3,False,4,False,20
113048,2023-11-27 08:00:00,A-35,39.0,30,60,3,False,0,False,8
113049,2023-11-27 09:00:00,A-35,38.5,30,60,3,False,0,False,9
113050,2023-11-27 10:00:00,A-35,39.0,30,60,3,False,0,False,10
113051,2023-11-27 11:00:00,A-35,41.5,30,60,3,False,0,False,11
113052,2023-11-27 12:00:00,A-35,40.0,30,60,3,False,0,False,12
113053,2023-11-27 13:00:00,A-35,40.0,30,60,3,False,0,False,13
113054,2023-11-27 14:00:00,A-35,38.0,30,60,3,False,0,False,14
113055,2023-11-27 15:00:00,A-35,37.5,30,60,3,False,0,False,15
113056,2023-11-27 16:00:00,A-35,38.0,30,60,3,False,0,False,16
113057,2023-11-27 17:00:00,A-35,41.0,30,60,3,False,0,False,17
113058,2023-11-27 18:00:00,A-35,46.0,30,60,3,False,0,False,18
113059,2023-11-27 19:00:00,A-35,45.0,30,60,3,False,0,False,19
113060,2023-11-27 20:00:00,A-35,43.5,30,60,3,False,0,False,20
113072,2023-11-28 08:00:00,A-35,40.0,30,60,3,False,1,False,8
113073,2023-11-28 09:00:00,A-35,40.0,30,60,3,False,1,False,9
113074,2023-11-28 10:00:00,A-35,40.0,30,60,3,False,1,False,10
113075,2023-11-28 11:00:00,A-35,43.5,30,60,3,False,1,False,11
113076,2023-11-28 12:00:00,A-35,45.0,30,60,3,False,1,False,12
113077,2023-11-28 13:00:00,A-35,43.5,30,60,3,False,1,False,13
113078,2023-11-28 14:00:00,A-35,41.5,30,60,3,False,1,False,14
113079,2023-11-28 15:00:00,A-35,41.0,30,60,3,False,1,False,15
113080,2023-11-28 16:00:00,A-35,42.0,30,60,3,False,1,False,16
113081,2023-11-28 17:00:00,A-35,44.0,30,60,3,False,1,False,17
113082,2023-11-28 18:00:00,A-35,45.5,30,60,3,False,1,False,18
113083,2023-11-28 19:00:00,A-35,45.0,30,60,3,False,1,False,19
113084,2023-11-28 20:00:00,A-35,44.5,30,60,3,False,1,False,20
113096,2023-11-29 08:00:00,A-35,48.0,30,60,3,False,2,False,8
113097,2023-11-29 09:00:00,A-35,48.5,30,60,3,False,2,False,9
113098,2023-11-29 10:00:00,A-35,50.5,30,60,3,False,2,False,10
113099,2023-11-29 11:00:00,A-35,52.5,30,60,3,False,2,False,11
113100,2023-11-29 12:00:00,A-35,52.5,30,60,3,False,2,False,12
113101,2023-11-29 13:00:00,A-35,53.0,30,60,3,False,2,False,13
113102,2023-11-29 14:00:00,A-35,53.0,30,60,3,False,2,False,14
113103,2023-11-29 15:00:00,A-35,52.0,30,60,3,False,2,False,15
113104,2023-11-29 16:00:00,A-35,52.0,30,60,3,False,2,False,16
113105,2023-11-29 17:00:00,A-35,54.0,30,60,3,False,2,False,17
113106,2023-11-29 18:00:00,A-35,54.5,30,60,3,False,2,False,18
113107,2023-11-29 19:00:00,A-35,56.0,30,60,3,False,2,False,19
113108,2023-11-29 20:00:00,A-35,56.0,30,60,3,False,2,False,20
113120,2023-11-30 08:00:00,A-35,48.5,30,60,3,False,3,False,8
113121,2023-11-30 09:00:00,A-35,47.0,30,60,3,False,3,False,9
113122,2023-11-30 10:00:00,A-35,48.0,30,60,3,False,3,False,10
113123,2023-11-30 11:00:00,A-35,46.0,30,60,3,False,3,False,11
113124,2023-11-30 12:00:00,A-35,47.0,30,60,3,False,3,False,12
113125,2023-11-30 13:00:00,A-35,45.0,30,60,3,False,3,False,13
113126,2023-11-30 14:00:00,A-35,43.5,30,60,3,False,3,False,14
113127,2023-11-30 15:00:00,A-35,47.0,30,60,3,False,3,False,15
113128,2023-11-30 16:00:00,A-35,49.5,30,60,3,False,3,False,16
113129,2023-11-30 17:00:00,A-35,50.5,30,60,3,False,3,False,17
113130,2023-11-30 18:00:00,A-35,49.5,30,60,3,False,3,False,18
113131,2023-11-30 19:00:00,A-35,50.0,30,60,3,False,3,False,19
113132,2023-11-30 20:00:00,A-35,50.5,30,60,3,False,3,False,20
113144,2023-12-01 08:00:00,A-35,55.5,30,60,3,False,4,False,8
113145,2023-12-01 09:00:00,A-35,56.0,30,60,3,False,4,False,9
113146,2023-12-01 10:00:00,A-35,56.5,30,60,3,False,4,False,10
113147,2023-12-01 11:00:00,A-35,55.5,30,60,3,False,4,False,11
113148,2023-12-01 12:00:00,A-35,53.0,30,60,3,False,4,False,12
113149,2023-12-01 13:00:00,A-35,53.0,30,60,3,False,4,False,13
113150,2023-12-01 14:00:00,A-35,51.0,30,60,3,False,4,False,14
113151,2023-12-01 15:00:00,A-35,47.0,30,60,3,False,4,False,15
113152,2023-12-01 16:00:00,A-35,45.5,30,60,3,False,4,False,16
113153,2023-12-01 17:00:00,A-35,41.0,30,60,3,False,4,False,17
113154,2023-12-01 18:00:00,A-35,38.0,30,60,3,False,4,False,18
113155,2023-12-01 19:00:00,A-35,36.5,30,60,3,False,4,False,19
113156,2023-12-01 20:00:00,A-35,35.5,30,60,3,False,4,False,20
113216,2023-12-04 08:00:00,A-35,42.5,30,60,3,False,0,False,8
113217,2023-12-04 09:00:00,A-35,41.0,30,60,3,False,0,False,9
113218,2023-12-04 10:00:00,A-35,39.5,30,60,3,False,0,False,10
113219,2023-12-04 11:00:00,A-35,39.5,30,60,3,False,0,False,11
113220,2023-12-04 12:00:00,A-35,39.0,30,60,3,False,0,False,12
113221,2023-12-04 13:00:00,A-35,39.0,30,60,3,False,0,False,13
113222,2023-12-04 14:00:00,A-35,36.5,30,60,3,False,0,False,14
113223,2023-12-04 15:00:00,A-35,36.5,30,60,3,False,0,False,15
113224,2023-12-04 16:00:00,A-35,37.0,30,60,3,False,0,False,16
113225,2023-12-04 17:00:00,A-35,39.0,30,60,3,False,0,False,17
113226,2023-12-04 18:00:00,A-35,40.0,30,60,3,False,0,False,18
113227,2023-12-04 19:00:00,A-35,39.0,30,60,3,False,0,False,19
113228,2023-12-04 20:00:00,A-35,36.0,30,60,3,False,0,False,20
113240,2023-12-05 08:00:00,A-35,38.0,30,60,3,False,1,False,8
113241,2023-12-05 09:00:00,A-35,37.0,30,60,3,False,1,False,9
113242,2023-12-05 10:00:00,A-35,37.0,30,60,3,False,1,False,10
113243,2023-12-05 11:00:00,A-35,40.5,30,60,3,False,1,False,11
113244,2023-12-05 12:00:00,A-35,43.0,30,60,3,False,1,False,12
113245,2023-12-05 13:00:00,A-35,41.0,30,60,3,False,1,False,13
113246,2023-12-05 14:00:00,A-35,40.5,30,60,3,False,1,False,14
113247,2023-12-05 15:00:00,A-35,41.0,30,60,3,False,1,False,15
113248,2023-12-05 16:00:00,A-35,43.0,30,60,3,False,1,False,16
113249,2023-12-05 17:00:00,A-35,43.0,30,60,3,False,1,False,17
113250,2023-12-05 18:00:00,A-35,41.0,30,60,3,False,1,False,18
113251,2023-12-05 19:00:00,A-35,37.5,30,60,3,False,1,False,19
113252,2023-12-05 20:00:00,A-35,36.0,30,60,3,False,1,False,20
113384,2023-12-11 08:00:00,A-35,54.0,30,60,3,False,0,False,8
113385,2023-12-11 09:00:00,A-35,53.5,30,60,3,False,0,False,9
113386,2023-12-11 10:00:00,A-35,52.5,30,60,3,False,0,False,10
113387,2023-12-11 11:00:00,A-35,54.0,30,60,3,False,0,False,11
113388,2023-12-11 12:00:00,A-35,53.5,30,60,3,False,0,False,12
113389,2023-12-11 13:00:00,A-35,51.5,30,60,3,False,0,False,13
113390,2023-12-11 14:00:00,A-35,49.0,30,60,3,False,0,False,14
113391,2023-12-11 15:00:00,A-35,49.0,30,60,3,False,0,False,15
113392,2023-12-11 16:00:00,A-35,48.5,30,60,3,False,0,False,16
113393,2023-12-11 17:00:00,A-35,49.0,30,60,3,False,0,False,17
113394,2023-12-11 18:00:00,A-35,50.0,30,60,3,False,0,False,18
