,Date,Aula,Humidity,min_humidity,max_humidity,planta,festiu,day_of_week,is_weekend,hour_of_day
248,2023-01-11 08:00:00,A-11,42.5,30,60,1,False,2,False,8
249,2023-01-11 09:00:00,A-11,42.0,30,60,1,False,2,False,9
250,2023-01-11 10:00:00,A-11,41.0,30,60,1,False,2,False,10
251,2023-01-11 11:00:00,A-11,40.0,30,60,1,False,2,False,11
252,2023-01-11 12:00:00,A-11,40.0,30,60,1,False,2,False,12
253,2023-01-11 13:00:00,A-11,40.0,30,60,1,False,2,False,13
254,2023-01-11 14:00:00,A-11,41.0,30,60,1,False,2,False,14
255,2023-01-11 15:00:00,A-11,41.0,30,60,1,False,2,False,15
256,2023-01-11 16:00:00,A-11,41.0,30,60,1,False,2,False,16
257,2023-01-11 17:00:00,A-11,41.0,30,60,1,False,2,False,17
258,2023-01-11 18:00:00,A-11,41.0,30,60,1,False,2,False,18
259,2023-01-11 19:00:00,A-11,41.0,30,60,1,False,2,False,19
260,2023-01-11 20:00:00,A-11,41.0,30,60,1,False,2,False,20
272,2023-01-12 08:00:00,A-11,40.5,30,60,1,False,3,False,8
273,2023-01-12 09:00:00,A-11,40.0,30,60,1,False,3,False,9
274,2023-01-12 10:00:00,A-11,39.0,30,60,1,False,3,False,10
275,2023-01-12 11:00:00,A-11,38.0,30,60,1,False,3,False,11
276,2023-01-12 12:00:00,A-11,38.0,30,60,1,False,3,False,12
277,2023-01-12 13:00:00,A-11,37.0,30,60,1,False,3,False,13
278,2023-01-12 14:00:00,A-11,37.5,30,60,1,False,3,False,14
279,2023-01-12 15:00:00,A-11,38.0,30,60,1,False,3,False,15
280,2023-01-12 16:00:00,A-11,39.0,30,60,1,False,3,False,16
281,2023-01-12 17:00:00,A-11,39.0,30,60,1,False,3,False,17
282,2023-01-12 18:00:00,A-11,40.0,30,60,1,False,3,False,18
283,2023-01-12 19:00:00,A-11,40.0,30,60,1,False,3,False,19
284,2023-01-12 20:00:00,A-11,40.0,30,60,1,False,3,False,20
296,2023-01-13 08:00:00,A-11,36.0,30,60,1,False,4,False,8
297,2023-01-13 09:00:00,A-11,36.0,30,60,1,False,4,False,9
298,2023-01-13 10:00:00,A-11,37.5,30,60,1,False,4,False,10
299,2023-01-13 11:00:00,A-11,37.5,30,60,1,False,4,False,11
300,2023-01-13 12:00:00,A-11,37.0,30,60,1,False,4,False,12
301,2023-01-13 13:00:00,A-11,36.0,30,60,1,False,4,False,13
302,2023-01-13 14:00:00,A-11,36.0,30,60,1,False,4,False,14
303,2023-01-13 15:00:00,A-11,36.0,30,60,1,False,4,False,15
304,2023-01-13 16:00:00,A-11,36.0,30,60,1,False,4,False,16
305,2023-01-13 17:00:00,A-11,36.0,30,60,1,False,4,False,17
306,2023-01-13 18:00:00,A-11,37.0,30,60,1,False,4,False,18
307,2023-01-13 19:00:00,A-11,37.0,30,60,1,False,4,False,19
308,2023-01-13 20:00:00,A-11,37.0,30,60,1,False,4,False,20
368,2023-01-16 08:00:00,A-11,36.0,30,60,1,False,0,False,8
369,2023-01-16 09:00:00,A-11,34.5,30,60,1,False,0,False,9
370,2023-01-16 10:00:00,A-11,34.5,30,60,1,False,0,False,10
371,2023-01-16 11:00:00,A-11,33.5,30,60,1,False,0,False,11
372,2023-01-16 12:00:00,A-11,32.5,30,60,1,False,0,False,12
373,2023-01-16 13:00:00,A-11,33.0,30,60,1,False,0,False,13
374,2023-01-16 14:00:00,A-11,34.0,30,60,1,False,0,False,14
375,2023-01-16 15:00:00,A-11,35.0,30,60,1,False,0,False,15
376,2023-01-16 16:00:00,A-11,35.5,30,60,1,False,0,False,16
377,2023-01-16 17:00:00,A-11,36.5,30,60,1,False,0,False,17
378,2023-01-16 18:00:00,A-11,36.5,30,60,1,False,0,False,18
379,2023-01-16 19:00:00,A-11,37.0,30,60,1,False,0,False,19
380,2023-01-16 20:00:00,A-11,37.5,30,60,1,False,0,False,20
392,2023-01-17 08:00:00,A-11,39.0,30,60,1,False,1,False,8
393,2023-01-17 09:00:00,A-11,39.5,30,60,1,False,1,False,9
394,2023-01-17 10:00:00,A-11,40.0,30,60,1,False,1,False,10
395,2023-01-17 11:00:00,A-11,39.5,30,60,1,False,1,False,11
396,2023-01-17 12:00:00,A-11,36.0,30,60,1,False,1,False,12
397,2023-01-17 13:00:00,A-11,32.0,30,60,1,False,1,False,13
398,2023-01-17 14:00:00,A-11,30.5,30,60,1,False,1,False,14
399,2023-01-17 15:00:00,A-11,30.0,30,60,1,False,1,False,15
400,2023-01-17 16:00:00,A-11,28.5,30,60,1,False,1,False,16
401,2023-01-17 17:00:00,A-11,27.0,30,60,1,False,1,False,17
402,2023-01-17 18:00:00,A-11,26.0,30,60,1,False,1,False,18
403,2023-01-17 19:00:00,A-11,27.5,30,60,1,False,1,False,19
404,2023-01-17 20:00:00,A-11,28.0,30,60,1,False,1,False,20
416,2023-01-18 08:00:00,A-11,26.5,30,60,1,False,2,False,8
417,2023-01-18 09:00:00,A-11,27.5,30,60,1,False,2,False,9
418,2023-01-18 10:00:00,A-11,28.0,30,60,1,False,2,False,10
419,2023-01-18 11:00:00,A-11,28.0,30,60,1,False,2,False,11
420,2023-01-18 12:00:00,A-11,28.0,30,60,1,False,2,False,12
421,2023-01-18 13:00:00,A-11,28.0,30,60,1,False,2,False,13
422,2023-01-18 14:00:00,A-11,27.5,30,60,1,False,2,False,14
423,2023-01-18 15:00:00,A-11,26.5,30,60,1,False,2,False,15
424,2023-01-18 16:00:00,A-11,26.0,30,60,1,False,2,False,16
425,2023-01-18 17:00:00,A-11,24.5,30,60,1,False,2,False,17
426,2023-01-18 18:00:00,A-11,23.0,30,60,1,False,2,False,18
427,2023-01-18 19:00:00,A-11,22.5,30,60,1,False,2,False,19
428,2023-01-18 20:00:00,A-11,23.0,30,60,1,False,2,False,20
440,2023-01-19 08:00:00,A-11,27.0,30,60,1,False,3,False,8
441,2023-01-19 09:00:00,A-11,27.0,30,60,1,False,3,False,9
442,2023-01-19 10:00:00,A-11,27.5,30,60,1,False,3,False,10
443,2023-01-19 11:00:00,A-11,28.0,30,60,1,False,3,False,11
444,2023-01-19 12:00:00,A-11,28.0,30,60,1,False,3,False,12
445,2023-01-19 13:00:00,A-11,28.0,30,60,1,False,3,False,13
446,2023-01-19 14:00:00,A-11,29.0,30,60,1,False,3,False,14
447,2023-01-19 15:00:00,A-11,29.5,30,60,1,False,3,False,15
448,2023-01-19 16:00:00,A-11,30.0,30,60,1,False,3,False,16
449,2023-01-19 17:00:00,A-11,29.5,30,60,1,False,3,False,17
450,2023-01-19 18:00:00,A-11,28.0,30,60,1,False,3,False,18
451,2023-01-19 19:00:00,A-11,27.5,30,60,1,False,3,False,19
452,2023-01-19 20:00:00,A-11,27.5,30,60,1,False,3,False,20
464,2023-01-20 08:00:00,A-11,35.5,30,60,1,False,4,False,8
465,2023-01-20 09:00:00,A-11,35.0,30,60,1,False,4,False,9
466,2023-01-20 10:00:00,A-11,34.5,30,60,1,False,4,False,10
467,2023-01-20 11:00:00,A-11,36.5,30,60,1,False,4,False,11
468,2023-01-20 12:00:00,A-11,37.0,30,60,1,False,4,False,12
469,2023-01-20 13:00:00,A-11,37.5,30,60,1,False,4,False,13
470,2023-01-20 14:00:00,A-11,34.5,30,60,1,False,4,False,14
471,2023-01-20 15:00:00,A-11,32.5,30,60,1,False,4,False,15
472,2023-01-20 16:00:00,A-11,30.5,30,60,1,False,4,False,16
473,2023-01-20 17:00:00,A-11,28.0,30,60,1,False,4,False,17
474,2023-01-20 18:00:00,A-11,26.5,30,60,1,False,4,False,18
475,2023-01-20 19:00:00,A-11,27.5,30,60,1,False,4,False,19
476,2023-01-20 20:00:00,A-11,28.5,30,60,1,False,4,False,20
536,2023-01-23 08:00:00,A-11,26.5,30,60,1,False,0,False,8
537,2023-01-23 09:00:00,A-11,23.5,30,60,1,False,0,False,9
538,2023-01-23 10:00:00,A-11,20.5,30,60,1,False,0,False,10
539,2023-01-23 11:00:00,A-11,19.0,30,60,1,False,0,False,11
540,2023-01-23 12:00:00,A-11,21.5,30,60,1,False,0,False,12
541,2023-01-23 13:00:00,A-11,27.5,30,60,1,False,0,False,13
542,2023-01-23 14:00:00,A-11,28.5,30,60,1,False,0,False,14
543,2023-01-23 15:00:00,A-11,27.0,30,60,1,False,0,False,15
544,2023-01-23 16:00:00,A-11,27.0,30,60,1,False,0,False,16
545,2023-01-23 17:00:00,A-11,28.0,30,60,1,False,0,False,17
546,2023-01-23 18:00:00,A-11,28.0,30,60,1,False,0,False,18
547,2023-01-23 19:00:00,A-11,29.0,30,60,1,False,0,False,19
548,2023-01-23 20:00:00,A-11,29.5,30,60,1,False,0,False,20
560,2023-01-24 08:00:00,A-11,31.5,30,60,1,False,1,False,8
561,2023-01-24 09:00:00,A-11,29.5,30,60,1,False,1,False,9
562,2023-01-24 10:00:00,A-11,28.5,30,60,1,False,1,False,10
563,2023-01-24 11:00:00,A-11,27.0,30,60,1,False,1,False,11
564,2023-01-24 12:00:00,A-11,28.5,30,60,1,False,1,False,12
565,2023-01-24 13:00:00,A-11,31.0,30,60,1,False,1,False,13
566,2023-01-24 14:00:00,A-11,32.0,30,60,1,False,1,False,14
567,2023-01-24 15:00:00,A-11,32.0,30,60,1,False,1,False,15
568,2023-01-24 16:00:00,A-11,32.0,30,60,1,False,1,False,16
569,2023-01-24 17:00:00,A-11,32.0,30,60,1,False,1,False,17
570,2023-01-24 18:00:00,A-11,32.0,30,60,1,False,1,False,18
571,2023-01-24 19:00:00,A-11,33.5,30,60,1,False,1,False,19
572,2023-01-24 20:00:00,A-11,34.5,30,60,1,False,1,False,20
584,2023-01-25 08:00:00,A-11,35.5,30,60,1,False,2,False,8
585,2023-01-25 09:00:00,A-11,32.0,30,60,1,False,2,False,9
586,2023-01-25 10:00:00,A-11,29.5,30,60,1,False,2,False,10
587,2023-01-25 11:00:00,A-11,28.5,30,60,1,False,2,False,11
588,2023-01-25 12:00:00,A-11,27.0,30,60,1,False,2,False,12
589,2023-01-25 13:00:00,A-11,27.0,30,60,1,False,2,False,13
590,2023-01-25 14:00:00,A-11,28.0,30,60,1,False,2,False,14
591,2023-01-25 15:00:00,A-11,27.0,30,60,1,False,2,False,15
592,2023-01-25 16:00:00,A-11,26.0,30,60,1,False,2,False,16
593,2023-01-25 17:00:00,A-11,26.0,30,60,1,False,2,False,17
594,2023-01-25 18:00:00,A-11,26.0,30,60,1,False,2,False,18
595,2023-01-25 19:00:00,A-11,26.0,30,60,1,False,2,False,19
596,2023-01-25 20:00:00,A-11,26.0,30,60,1,False,2,False,20
608,2023-01-26 08:00:00,A-11,29.0,30,60,1,False,3,False,8
609,2023-01-26 09:00:00,A-11,29.0,30,60,1,False,3,False,9
610,2023-01-26 10:00:00,A-11,27.5,30,60,1,False,3,False,10
611,2023-01-26 11:00:00,A-11,27.0,30,60,1,False,3,False,11
612,2023-01-26 12:00:00,A-11,26.0,30,60,1,False,3,False,12
613,2023-01-26 13:00:00,A-11,26.0,30,60,1,False,3,False,13
614,2023-01-26 14:00:00,A-11,26.0,30,60,1,False,3,False,14
615,2023-01-26 15:00:00,A-11,26.5,30,60,1,False,3,False,15
616,2023-01-26 16:00:00,A-11,27.0,30,60,1,False,3,False,16
617,2023-01-26 17:00:00,A-11,28.0,30,60,1,False,3,False,17
618,2023-01-26 18:00:00,A-11,28.5,30,60,1,False,3,False,18
619,2023-01-26 19:00:00,A-11,29.0,30,60,1,False,3,False,19
620,2023-01-26 20:00:00,A-11,30.0,30,60,1,False,3,False,20
632,2023-01-27 08:00:00,A-11,31.5,30,60,1,False,4,False,8
633,2023-01-27 09:00:00,A-11,30.5,30,60,1,False,4,False,9
634,2023-01-27 10:00:00,A-11,27.5,30,60,1,False,4,False,10
635,2023-01-27 11:00:00,A-11,27.0,30,60,1,False,4,False,11
636,2023-01-27 12:00:00,A-11,27.5,30,60,1,False,4,False,12
637,2023-01-27 13:00:00,A-11,28.0,30,60,1,False,4,False,13
638,2023-01-27 14:00:00,A-11,29.0,30,60,1,False,4,False,14
639,2023-01-27 15:00:00,A-11,29.5,30,60,1,False,4,False,15
640,2023-01-27 16:00:00,A-11,30.5,30,60,1,False,4,False,16
641,2023-01-27 17:00:00,A-11,31.0,30,60,1,False,4,False,17
642,2023-01-27 18:00:00,A-11,31.0,30,60,1,False,4,False,18
643,2023-01-27 19:00:00,A-11,31.0,30,60,1,False,4,False,19
644,2023-01-27 20:00:00,A-11,31.0,30,60,1,False,4,False,20
704,2023-01-30 08:00:00,A-11,29.5,30,60,1,False,0,False,8
705,2023-01-30 09:00:00,A-11,28.5,30,60,1,False,0,False,9
706,2023-01-30 10:00:00,A-11,27.0,30,60,1,False,0,False,10
707,2023-01-30 11:00:00,A-11,27.0,30,60,1,False,0,False,11
708,2023-01-30 12:00:00,A-11,26.0,30,60,1,False,0,False,12
709,2023-01-30 13:00:00,A-11,25.5,30,60,1,False,0,False,13
710,2023-01-30 14:00:00,A-11,24.5,30,60,1,False,0,False,14
711,2023-01-30 15:00:00,A-11,23.5,30,60,1,False,0,False,15
712,2023-01-30 16:00:00,A-11,23.0,30,60,1,False,0,False,16
713,2023-01-30 17:00:00,A-11,23.0,30,60,1,False,0,False,17
714,2023-01-30 18:00:00,A-11,23.0,30,60,1,False,0,False,18
715,2023-01-30 19:00:00,A-11,23.5,30,60,1,False,0,False,19
716,2023-01-30 20:00:00,A-11,24.0,30,60,1,False,0,False,20
728,2023-01-31 08:00:00,A-11,27.5,30,60,1,False,1,False,8
729,2023-01-31 09:00:00,A-11,26.5,30,60,1,False,1,False,9
730,2023-01-31 10:00:00,A-11,26.0,30,60,1,False,1,False,10
731,2023-01-31 11:00:00,A-11,25.0,30,60,1,False,1,False,11
732,2023-01-31 12:00:00,A-11,24.666666666666668,30,60,1,False,1,False,12
733,2023-01-31 13:00:00,A-11,23.5,30,60,1,False,1,False,13
734,2023-01-31 14:00:00,A-11,24.5,30,60,1,False,1,False,14
735,2023-01-31 15:00:00,A-11,25.0,30,60,1,False,1,False,15
736,2023-01-31 16:00:00,A-11,26.0,30,60,1,False,1,False,16
737,2023-01-31 17:00:00,A-11,26.0,30,60,1,False,1,False,17
738,2023-01-31 18:00:00,A-11,26.5,30,60,1,False,1,False,18
739,2023-01-31 19:00:00,A-11,26.0,30,60,1,False,1,False,19
740,2023-01-31 20:00:00,A-11,26.0,30,60,1,False,1,False,20
752,2023-02-01 08:00:00,A-11,31.0,30,60,1,False,2,False,8
753,2023-02-01 09:00:00,A-11,30.0,30,60,1,False,2,False,9
754,2023-02-01 10:00:00,A-11,29.0,30,60,1,False,2,False,10
755,2023-02-01 11:00:00,A-11,29.0,30,60,1,False,2,False,11
756,2023-02-01 12:00:00,A-11,29.5,30,60,1,False,2,False,12
757,2023-02-01 13:00:00,A-11,29.5,30,60,1,False,2,False,13
758,2023-02-01 14:00:00,A-11,29.0,30,60,1,False,2,False,14
759,2023-02-01 15:00:00,A-11,29.5,30,60,1,False,2,False,15
760,2023-02-01 16:00:00,A-11,30.5,30,60,1,False,2,False,16
761,2023-02-01 17:00:00,A-11,31.0,30,60,1,False,2,False,17
762,2023-02-01 18:00:00,A-11,31.5,30,60,1,False,2,False,18
763,2023-02-01 19:00:00,A-11,32.0,30,60,1,False,2,False,19
764,2023-02-01 20:00:00,A-11,32.0,30,60,1,False,2,False,20
776,2023-02-02 08:00:00,A-11,28.5,30,60,1,False,3,False,8
777,2023-02-02 09:00:00,A-11,28.0,30,60,1,False,3,False,9
778,2023-02-02 10:00:00,A-11,27.0,30,60,1,False,3,False,10
779,2023-02-02 11:00:00,A-11,26.0,30,60,1,False,3,False,11
780,2023-02-02 12:00:00,A-11,26.0,30,60,1,False,3,False,12
781,2023-02-02 13:00:00,A-11,26.0,30,60,1,False,3,False,13
782,2023-02-02 14:00:00,A-11,25.5,30,60,1,False,3,False,14
783,2023-02-02 15:00:00,A-11,25.0,30,60,1,False,3,False,15
784,2023-02-02 16:00:00,A-11,26.5,30,60,1,False,3,False,16
785,2023-02-02 17:00:00,A-11,28.0,30,60,1,False,3,False,17
786,2023-02-02 18:00:00,A-11,30.5,30,60,1,False,3,False,18
787,2023-02-02 19:00:00,A-11,33.0,30,60,1,False,3,False,19
788,2023-02-02 20:00:00,A-11,32.5,30,60,1,False,3,False,20
800,2023-02-03 08:00:00,A-11,26.5,30,60,1,False,4,False,8
801,2023-02-03 09:00:00,A-11,26.0,30,60,1,False,4,False,9
802,2023-02-03 10:00:00,A-11,25.0,30,60,1,False,4,False,10
803,2023-02-03 11:00:00,A-11,24.5,30,60,1,False,4,False,11
804,2023-02-03 12:00:00,A-11,24.0,30,60,1,False,4,False,12
805,2023-02-03 13:00:00,A-11,24.0,30,60,1,False,4,False,13
806,2023-02-03 14:00:00,A-11,25.0,30,60,1,False,4,False,14
807,2023-02-03 15:00:00,A-11,27.5,30,60,1,False,4,False,15
808,2023-02-03 16:00:00,A-11,28.5,30,60,1,False,4,False,16
809,2023-02-03 17:00:00,A-11,28.0,30,60,1,False,4,False,17
810,2023-02-03 18:00:00,A-11,29.5,30,60,1,False,4,False,18
811,2023-02-03 19:00:00,A-11,30.5,30,60,1,False,4,False,19
812,2023-02-03 20:00:00,A-11,29.5,30,60,1,False,4,False,20
872,2023-02-06 08:00:00,A-11,33.5,30,60,1,False,0,False,8
873,2023-02-06 09:00:00,A-11,30.0,30,60,1,False,0,False,9
874,2023-02-06 10:00:00,A-11,28.5,30,60,1,False,0,False,10
875,2023-02-06 11:00:00,A-11,31.0,30,60,1,False,0,False,11
876,2023-02-06 12:00:00,A-11,34.0,30,60,1,False,0,False,12
877,2023-02-06 13:00:00,A-11,35.5,30,60,1,False,0,False,13
878,2023-02-06 14:00:00,A-11,36.0,30,60,1,False,0,False,14
879,2023-02-06 15:00:00,A-11,36.5,30,60,1,False,0,False,15
880,2023-02-06 16:00:00,A-11,37.5,30,60,1,False,0,False,16
881,2023-02-06 17:00:00,A-11,39.5,30,60,1,False,0,False,17
882,2023-02-06 18:00:00,A-11,40.0,30,60,1,False,0,False,18
883,2023-02-06 19:00:00,A-11,38.0,30,60,1,False,0,False,19
884,2023-02-06 20:00:00,A-11,35.0,30,60,1,False,0,False,20
896,2023-02-07 08:00:00,A-11,43.0,30,60,1,False,1,False,8
897,2023-02-07 09:00:00,A-11,42.5,30,60,1,False,1,False,9
898,2023-02-07 10:00:00,A-11,42.0,30,60,1,False,1,False,10
899,2023-02-07 11:00:00,A-11,46.5,30,60,1,False,1,False,11
900,2023-02-07 12:00:00,A-11,48.5,30,60,1,False,1,False,12
901,2023-02-07 13:00:00,A-11,49.0,30,60,1,False,1,False,13
902,2023-02-07 14:00:00,A-11,57.0,30,60,1,False,1,False,14
903,2023-02-07 15:00:00,A-11,58.5,30,60,1,False,1,False,15
904,2023-02-07 16:00:00,A-11,59.0,30,60,1,False,1,False,16
905,2023-02-07 17:00:00,A-11,60.0,30,60,1,False,1,False,17
906,2023-02-07 18:00:00,A-11,55.5,30,60,1,False,1,False,18
907,2023-02-07 19:00:00,A-11,50.5,30,60,1,False,1,False,19
908,2023-02-07 20:00:00,A-11,50.0,30,60,1,False,1,False,20
920,2023-02-08 08:00:00,A-11,52.0,30,60,1,False,2,False,8
921,2023-02-08 09:00:00,A-11,48.0,30,60,1,False,2,False,9
922,2023-02-08 10:00:00,A-11,47.0,30,60,1,False,2,False,10
923,2023-02-08 11:00:00,A-11,46.0,30,60,1,False,2,False,11
924,2023-02-08 12:00:00,A-11,43.0,30,60,1,False,2,False,12
925,2023-02-08 13:00:00,A-11,41.5,30,60,1,False,2,False,13
926,2023-02-08 14:00:00,A-11,42.0,30,60,1,False,2,False,14
927,2023-02-08 15:00:00,A-11,43.5,30,60,1,False,2,False,15
928,2023-02-08 16:00:00,A-11,42.5,30,60,1,False,2,False,16
929,2023-02-08 17:00:00,A-11,39.5,30,60,1,False,2,False,17
930,2023-02-08 18:00:00,A-11,39.0,30,60,1,False,2,False,18
931,2023-02-08 19:00:00,A-11,39.5,30,60,1,False,2,False,19
932,2023-02-08 20:00:00,A-11,43.5,30,60,1,False,2,False,20
944,2023-02-09 08:00:00,A-11,40.0,30,60,1,False,3,False,8
945,2023-02-09 09:00:00,A-11,39.0,30,60,1,False,3,False,9
946,2023-02-09 10:00:00,A-11,37.5,30,60,1,False,3,False,10
947,2023-02-09 11:00:00,A-11,37.5,30,60,1,False,3,False,11
948,2023-02-09 12:00:00,A-11,37.0,30,60,1,False,3,False,12
949,2023-02-09 13:00:00,A-11,37.5,30,60,1,False,3,False,13
950,2023-02-09 14:00:00,A-11,35.5,30,60,1,False,3,False,14
951,2023-02-09 15:00:00,A-11,36.0,30,60,1,False,3,False,15
952,2023-02-09 16:00:00,A-11,38.0,30,60,1,False,3,False,16
953,2023-02-09 17:00:00,A-11,37.0,30,60,1,False,3,False,17
954,2023-02-09 18:00:00,A-11,39.5,30,60,1,False,3,False,18
955,2023-02-09 19:00:00,A-11,36.5,30,60,1,False,3,False,19
956,2023-02-09 20:00:00,A-11,34.0,30,60,1,False,3,False,20
968,2023-02-10 08:00:00,A-11,38.5,30,60,1,False,4,False,8
969,2023-02-10 09:00:00,A-11,38.5,30,60,1,False,4,False,9
970,2023-02-10 10:00:00,A-11,36.5,30,60,1,False,4,False,10
971,2023-02-10 11:00:00,A-11,33.5,30,60,1,False,4,False,11
972,2023-02-10 12:00:00,A-11,35.0,30,60,1,False,4,False,12
973,2023-02-10 13:00:00,A-11,35.0,30,60,1,False,4,False,13
974,2023-02-10 14:00:00,A-11,31.5,30,60,1,False,4,False,14
975,2023-02-10 15:00:00,A-11,32.0,30,60,1,False,4,False,15
976,2023-02-10 16:00:00,A-11,33.0,30,60,1,False,4,False,16
977,2023-02-10 17:00:00,A-11,33.0,30,60,1,False,4,False,17
978,2023-02-10 18:00:00,A-11,34.5,30,60,1,False,4,False,18
979,2023-02-10 19:00:00,A-11,36.0,30,60,1,False,4,False,19
980,2023-02-10 20:00:00,A-11,35.5,30,60,1,False,4,False,20
1040,2023-02-13 08:00:00,A-11,45.0,30,60,1,False,0,False,8
1041,2023-02-13 09:00:00,A-11,44.0,30,60,1,False,0,False,9
1042,2023-02-13 10:00:00,A-11,40.0,30,60,1,False,0,False,10
1043,2023-02-13 11:00:00,A-11,39.0,30,60,1,False,0,False,11
1044,2023-02-13 12:00:00,A-11,38.0,30,60,1,False,0,False,12
1045,2023-02-13 13:00:00,A-11,37.5,30,60,1,False,0,False,13
1046,2023-02-13 14:00:00,A-11,37.0,30,60,1,False,0,False,14
1047,2023-02-13 15:00:00,A-11,38.5,30,60,1,False,0,False,15
1048,2023-02-13 16:00:00,A-11,39.0,30,60,1,False,0,False,16
1049,2023-02-13 17:00:00,A-11,39.0,30,60,1,False,0,False,17
1050,2023-02-13 18:00:00,A-11,40.5,30,60,1,False,0,False,18
1051,2023-02-13 19:00:00,A-11,42.0,30,60,1,False,0,False,19
1052,2023-02-13 20:00:00,A-11,40.0,30,60,1,False,0,False,20
1064,2023-02-14 08:00:00,A-11,44.5,30,60,1,False,1,False,8
1065,2023-02-14 09:00:00,A-11,46.0,30,60,1,False,1,False,9
1066,2023-02-14 10:00:00,A-11,44.5,30,60,1,False,1,False,10
1067,2023-02-14 11:00:00,A-11,42.0,30,60,1,False,1,False,11
1068,2023-02-14 12:00:00,A-11,39.5,30,60,1,False,1,False,12
1069,2023-02-14 13:00:00,A-11,39.0,30,60,1,False,1,False,13
1070,2023-02-14 14:00:00,A-11,38.0,30,60,1,False,1,False,14
1071,2023-02-14 15:00:00,A-11,38.5,30,60,1,False,1,False,15
1072,2023-02-14 16:00:00,A-11,38.5,30,60,1,False,1,False,16
1073,2023-02-14 17:00:00,A-11,37.5,30,60,1,False,1,False,17
1074,2023-02-14 18:00:00,A-11,38.0,30,60,1,False,1,False,18
1075,2023-02-14 19:00:00,A-11,40.5,30,60,1,False,1,False,19
1076,2023-02-14 20:00:00,A-11,38.5,30,60,1,False,1,False,20
1088,2023-02-15 08:00:00,A-11,39.0,30,60,1,False,2,False,8
1089,2023-02-15 09:00:00,A-11,40.0,30,60,1,False,2,False,9
1090,2023-02-15 10:00:00,A-11,40.5,30,60,1,False,2,False,10
1091,2023-02-15 11:00:00,A-11,41.0,30,60,1,False,2,False,11
1092,2023-02-15 12:00:00,A-11,40.666666666666664,30,60,1,False,2,False,12
1093,2023-02-15 13:00:00,A-11,39.5,30,60,1,False,2,False,13
1094,2023-02-15 14:00:00,A-11,37.5,30,60,1,False,2,False,14
1095,2023-02-15 15:00:00,A-11,39.5,30,60,1,False,2,False,15
1096,2023-02-15 16:00:00,A-11,40.0,30,60,1,False,2,False,16
1097,2023-02-15 17:00:00,A-11,40.5,30,60,1,False,2,False,17
1098,2023-02-15 18:00:00,A-11,40.0,30,60,1,False,2,False,18
1099,2023-02-15 19:00:00,A-11,39.5,30,60,1,False,2,False,19
1100,2023-02-15 20:00:00,A-11,39.0,30,60,1,False,2,False,20
1112,2023-02-16 08:00:00,A-11,41.0,30,60,1,False,3,False,8
1113,2023-02-16 09:00:00,A-11,43.5,30,60,1,False,3,False,9
1114,2023-02-16 10:00:00,A-11,41.5,30,60,1,False,3,False,10
1115,2023-02-16 11:00:00,A-11,39.0,30,60,1,False,3,False,11
1116,2023-02-16 12:00:00,A-11,39.0,30,60,1,False,3,False,12
1117,2023-02-16 13:00:00,A-11,39.0,30,60,1,False,3,False,13
1118,2023-02-16 14:00:00,A-11,38.0,30,60,1,False,3,False,14
1119,2023-02-16 15:00:00,A-11,37.5,30,60,1,False,3,False,15
1120,2023-02-16 16:00:00,A-11,37.5,30,60,1,False,3,False,16
1121,2023-02-16 17:00:00,A-11,38.0,30,60,1,False,3,False,17
1122,2023-02-16 18:00:00,A-11,40.5,30,60,1,False,3,False,18
1123,2023-02-16 19:00:00,A-11,41.5,30,60,1,False,3,False,19
1124,2023-02-16 20:00:00,A-11,41.0,30,60,1,False,3,False,20
1136,2023-02-17 08:00:00,A-11,33.5,30,60,1,False,4,False,8
1137,2023-02-17 09:00:00,A-11,35.5,30,60,1,False,4,False,9
1138,2023-02-17 10:00:00,A-11,33.5,30,60,1,False,4,False,10
1139,2023-02-17 11:00:00,A-11,28.5,30,60,1,False,4,False,11
1140,2023-02-17 12:00:00,A-11,29.5,30,60,1,False,4,False,12
1141,2023-02-17 13:00:00,A-11,28.0,30,60,1,False,4,False,13
1142,2023-02-17 14:00:00,A-11,28.5,30,60,1,False,4,False,14
1143,2023-02-17 15:00:00,A-11,30.0,30,60,1,False,4,False,15
1144,2023-02-17 16:00:00,A-11,30.5,30,60,1,False,4,False,16
1145,2023-02-17 17:00:00,A-11,31.0,30,60,1,False,4,False,17
1146,2023-02-17 18:00:00,A-11,34.0,30,60,1,False,4,False,18
1147,2023-02-17 19:00:00,A-11,34.0,30,60,1,False,4,False,19
1148,2023-02-17 20:00:00,A-11,30.5,30,60,1,False,4,False,20
1208,2023-02-20 08:00:00,A-11,36.0,30,60,1,False,0,False,8
1209,2023-02-20 09:00:00,A-11,38.5,30,60,1,False,0,False,9
1210,2023-02-20 10:00:00,A-11,36.5,30,60,1,False,0,False,10
1211,2023-02-20 11:00:00,A-11,37.5,30,60,1,False,0,False,11
1212,2023-02-20 12:00:00,A-11,44.5,30,60,1,False,0,False,12
1213,2023-02-20 13:00:00,A-11,48.0,30,60,1,False,0,False,13
1214,2023-02-20 14:00:00,A-11,48.0,30,60,1,False,0,False,14
1215,2023-02-20 15:00:00,A-11,49.5,30,60,1,False,0,False,15
1216,2023-02-20 16:00:00,A-11,50.0,30,60,1,False,0,False,16
1217,2023-02-20 17:00:00,A-11,50.0,30,60,1,False,0,False,17
